ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,CLAIM_AMOUNT
7362,40-64,female,majority,10-19y,high school,working class,0.48,1.0,before 2015,1.0,1.0,10238,7444.0,sedan,0,0,0,0.0,0.0
7363,40-64,male,majority,20-29y,university,upper class,0.68,1.0,before 2015,1.0,0.0,10238,9265.0,sedan,0,0,0,0.0,0.0
7364,26-39,male,majority,10-19y,high school,upper class,0.32,1.0,before 2015,1.0,0.0,10238,5126.0,sedan,0,0,0,0.0,0.0
7365,16-25,male,majority,0-9y,none,upper class,0.41,0.0,after 2015,1.0,0.0,10238,10725.0,sedan,2,0,0,0.0,0.0
7366,16-25,female,majority,0-9y,high school,poverty,0.47,1.0,after 2015,1.0,1.0,10238,3683.0,sedan,1,0,0,0.0,0.0
7367,26-39,female,majority,10-19y,university,working class,0.45,1.0,before 2015,0.0,1.0,10238,6594.0,sedan,0,0,0,0.0,0.0
7368,26-39,male,majority,10-19y,none,working class,0.76,0.0,before 2015,1.0,1.0,10238,7498.0,sedan,0,0,0,0.0,0.0
7369,26-39,male,majority,10-19y,university,upper class,0.34,1.0,after 2015,0.0,0.0,10238,4134.0,sedan,1,0,1,1.0,6399.88
7370,65+,male,majority,30y+,none,middle class,0.51,1.0,before 2015,1.0,0.0,10238,8373.0,sedan,0,0,1,0.0,0.0
7371,16-25,male,majority,0-9y,none,poverty,0.45,0.0,after 2015,0.0,0.0,10238,3526.0,sedan,1,1,0,0.0,0.0
7372,65+,female,majority,30y+,university,poverty,0.71,1.0,after 2015,0.0,1.0,10238,5779.0,sedan,1,0,0,0.0,0.0
7373,16-25,male,majority,0-9y,high school,middle class,0.76,1.0,before 2015,1.0,0.0,10238,5853.0,sedan,1,0,1,0.0,0.0
7374,65+,male,majority,20-29y,high school,poverty,0.67,0.0,before 2015,1.0,0.0,10238,5522.0,sedan,0,0,0,0.0,0.0
7375,65+,male,majority,30y+,university,poverty,0.58,0.0,before 2015,0.0,0.0,10238,13770.0,sedan,0,0,0,0.0,0.0
7376,65+,female,majority,30y+,high school,poverty,0.39,1.0,after 2015,0.0,0.0,10238,7347.0,sedan,0,0,2,0.0,0.0
7377,65+,female,majority,30y+,high school,poverty,0.47,1.0,before 2015,0.0,0.0,10238,3212.0,sedan,0,0,1,0.0,0.0
7378,65+,female,majority,30y+,university,middle class,0.53,0.0,after 2015,1.0,1.0,10238,1917.0,sedan,0,0,0,0.0,0.0
7379,65+,female,majority,30y+,none,upper class,0.33,0.0,after 2015,1.0,0.0,10238,12146.0,sedan,1,0,1,0.0,0.0
7380,26-39,female,majority,10-19y,none,upper class,0.32,1.0,after 2015,0.0,1.0,10238,9936.0,sedan,1,0,0,0.0,0.0
7381,65+,male,majority,30y+,high school,upper class,0.33,1.0,before 2015,0.0,0.0,10238,7066.0,sedan,0,0,1,0.0,0.0
7382,40-64,male,majority,20-29y,university,working class,0.42,0.0,after 2015,1.0,0.0,10238,3718.0,sedan,1,0,0,0.0,0.0
7383,26-39,female,majority,0-9y,none,middle class,0.4,0.0,after 2015,0.0,0.0,10238,9124.0,sedan,0,0,2,0.0,0.0
7384,40-64,female,majority,20-29y,high school,poverty,0.48,0.0,before 2015,0.0,1.0,10238,3219.0,sedan,0,1,0,0.0,0.0
7385,40-64,male,majority,10-19y,none,poverty,0.43,0.0,before 2015,1.0,0.0,10238,8978.0,sports car,0,0,0,0.0,0.0
7386,26-39,male,majority,10-19y,university,middle class,0.65,0.0,after 2015,1.0,1.0,10238,6068.0,sedan,1,0,0,0.0,0.0
7387,40-64,male,majority,20-29y,high school,upper class,0.41,0.0,after 2015,0.0,0.0,10238,1000.0,sedan,1,0,1,0.0,0.0
7388,26-39,male,majority,10-19y,none,working class,0.35,1.0,after 2015,0.0,1.0,10238,5708.0,sports car,0,0,0,1.0,1949.35
7389,65+,male,majority,30y+,high school,upper class,0.6,0.0,after 2015,0.0,0.0,10238,3366.0,sedan,0,0,1,1.0,7228.74
7390,65+,female,majority,30y+,university,poverty,0.66,1.0,before 2015,0.0,0.0,10238,4428.0,sedan,0,0,1,0.0,0.0
7391,40-64,female,majority,20-29y,none,working class,0.57,0.0,after 2015,0.0,0.0,10238,3775.0,sedan,1,0,0,0.0,0.0
7392,16-25,female,majority,0-9y,none,poverty,0.4,0.0,before 2015,1.0,1.0,10238,2844.0,sports car,1,0,0,0.0,0.0
7393,26-39,male,majority,0-9y,none,upper class,0.62,1.0,before 2015,0.0,1.0,10238,6708.0,sedan,1,0,3,0.0,0.0
7394,65+,female,majority,30y+,university,poverty,0.41,1.0,before 2015,1.0,1.0,10238,5766.0,sedan,2,1,0,0.0,0.0
7395,65+,male,majority,30y+,university,middle class,0.46,1.0,before 2015,1.0,1.0,10238,7486.0,sedan,1,0,1,0.0,0.0
7396,16-25,male,majority,0-9y,high school,poverty,0.74,1.0,after 2015,1.0,1.0,10238,6582.0,sedan,0,1,0,1.0,1104.07
7397,26-39,male,majority,10-19y,high school,middle class,0.66,1.0,before 2015,1.0,1.0,10238,6296.0,sedan,0,0,0,0.0,0.0
7398,26-39,female,majority,10-19y,high school,poverty,0.76,1.0,after 2015,0.0,1.0,10238,11209.0,sedan,0,0,0,0.0,0.0
7399,40-64,male,majority,20-29y,university,upper class,0.55,1.0,before 2015,0.0,0.0,10238,7976.0,sedan,0,0,0,0.0,0.0
7400,26-39,male,majority,10-19y,none,middle class,0.46,1.0,before 2015,1.0,0.0,10238,6751.0,sedan,0,0,0,0.0,0.0
7401,65+,male,majority,30y+,university,poverty,0.53,1.0,after 2015,0.0,1.0,10238,5556.0,sedan,1,0,1,0.0,0.0
7402,26-39,male,majority,0-9y,none,middle class,0.5,0.0,after 2015,0.0,1.0,10238,15727.0,sedan,0,0,0,0.0,0.0
7403,40-64,male,majority,20-29y,high school,poverty,0.73,1.0,after 2015,0.0,1.0,10238,11689.0,sedan,0,0,3,0.0,0.0
7404,40-64,female,majority,20-29y,high school,working class,0.31,0.0,after 2015,1.0,0.0,10238,3577.0,sedan,0,0,2,0.0,0.0
7405,26-39,male,majority,10-19y,none,working class,0.71,0.0,after 2015,1.0,0.0,10238,2707.0,sedan,0,0,1,0.0,0.0
7406,65+,female,majority,30y+,high school,middle class,0.31,1.0,before 2015,1.0,0.0,10238,13565.0,sports car,1,0,0,0.0,0.0
7407,16-25,female,majority,0-9y,none,poverty,0.69,1.0,before 2015,0.0,1.0,10238,5833.0,sedan,1,0,0,1.0,2601.31
7408,65+,male,majority,30y+,high school,poverty,0.36,1.0,after 2015,0.0,1.0,10238,7547.0,sedan,0,0,0,1.0,5781.2
7409,26-39,female,majority,0-9y,university,poverty,0.76,0.0,after 2015,1.0,0.0,10238,14928.0,sedan,1,0,2,0.0,0.0
7410,40-64,female,majority,20-29y,university,upper class,0.49,1.0,before 2015,0.0,1.0,10238,9960.0,sedan,0,1,0,0.0,0.0
7411,26-39,female,majority,10-19y,university,middle class,0.65,1.0,after 2015,1.0,0.0,10238,11777.0,sedan,0,0,0,0.0,0.0
7412,65+,male,majority,30y+,high school,middle class,0.44,0.0,after 2015,0.0,0.0,10238,8573.0,sports car,0,0,0,0.0,0.0
7413,40-64,male,majority,20-29y,high school,poverty,0.36,1.0,before 2015,1.0,0.0,10238,8750.0,sedan,0,0,0,0.0,0.0
7414,40-64,male,majority,20-29y,university,working class,0.51,1.0,before 2015,0.0,0.0,10238,7600.0,sports car,1,0,0,0.0,0.0
7415,40-64,female,majority,20-29y,university,poverty,0.61,0.0,after 2015,1.0,0.0,10238,6741.0,sedan,0,0,0,1.0,3074.71
7416,40-64,female,majority,20-29y,high school,working class,0.48,0.0,before 2015,0.0,0.0,10238,10314.0,sedan,0,0,1,0.0,0.0
7417,26-39,female,majority,10-19y,university,working class,0.37,1.0,before 2015,1.0,1.0,10238,7069.0,sedan,1,0,0,0.0,0.0
7418,16-25,male,majority,0-9y,none,working class,0.46,1.0,before 2015,0.0,1.0,10238,8514.0,sedan,0,0,2,1.0,3662.4
7419,16-25,female,majority,0-9y,university,upper class,0.36,0.0,after 2015,1.0,1.0,10238,1000.0,sedan,1,0,1,1.0,7552.19
7420,26-39,male,majority,10-19y,university,working class,0.69,0.0,after 2015,1.0,0.0,10238,9926.0,sports car,0,0,1,0.0,0.0
7421,40-64,male,majority,10-19y,none,poverty,0.57,1.0,before 2015,0.0,0.0,10238,7666.0,sports car,0,0,0,0.0,0.0
7422,40-64,female,majority,10-19y,university,working class,0.5,1.0,before 2015,0.0,1.0,10238,7992.0,sedan,0,0,0,0.0,0.0
7423,65+,female,majority,30y+,university,working class,0.72,1.0,before 2015,1.0,1.0,10238,7004.0,sports car,0,0,1,0.0,0.0
7424,65+,female,majority,20-29y,university,working class,0.68,0.0,after 2015,1.0,1.0,10238,7949.0,sports car,0,0,0,0.0,0.0
7425,26-39,female,majority,10-19y,university,upper class,0.39,1.0,after 2015,1.0,0.0,10238,5408.0,sedan,0,0,2,0.0,0.0
7426,26-39,female,majority,10-19y,high school,poverty,0.77,1.0,before 2015,0.0,1.0,10238,2575.0,sedan,0,0,1,0.0,0.0
7427,65+,male,majority,30y+,university,working class,0.55,0.0,before 2015,0.0,1.0,10238,5685.0,sedan,2,0,0,0.0,0.0
7428,40-64,female,majority,10-19y,university,upper class,0.53,1.0,before 2015,0.0,1.0,10238,13993.0,sedan,0,0,0,1.0,5459.78
7429,26-39,male,majority,0-9y,none,middle class,0.51,0.0,after 2015,1.0,0.0,10238,5351.0,sedan,0,0,0,0.0,0.0
7430,40-64,male,majority,10-19y,high school,poverty,0.77,0.0,after 2015,0.0,0.0,10238,13126.0,sedan,0,0,0,1.0,12603.21
7431,16-25,female,majority,0-9y,none,middle class,0.73,1.0,before 2015,0.0,0.0,10238,10937.0,sports car,1,0,2,0.0,0.0
7432,40-64,male,majority,20-29y,none,poverty,0.56,1.0,after 2015,1.0,0.0,10238,10856.0,sedan,0,0,1,0.0,0.0
7433,65+,female,majority,30y+,university,middle class,0.67,0.0,before 2015,1.0,1.0,10238,9865.0,sedan,0,0,0,0.0,0.0
7434,26-39,female,majority,10-19y,university,upper class,0.62,1.0,after 2015,1.0,0.0,10238,8756.0,sedan,2,0,0,0.0,0.0
7435,26-39,male,majority,10-19y,university,poverty,0.47,0.0,before 2015,1.0,0.0,10238,4673.0,sedan,0,0,0,0.0,0.0
7436,26-39,female,majority,10-19y,none,middle class,0.5,0.0,before 2015,1.0,0.0,10238,6516.0,sedan,0,0,0,0.0,0.0
7437,26-39,male,majority,10-19y,high school,poverty,0.7,1.0,after 2015,1.0,0.0,10238,7746.0,sedan,0,0,0,0.0,0.0
7438,40-64,male,majority,10-19y,university,working class,0.65,1.0,after 2015,0.0,1.0,10238,6727.0,sports car,0,1,1,1.0,3759.31
7439,26-39,female,majority,0-9y,none,upper class,0.36,1.0,after 2015,0.0,1.0,10238,9206.0,sedan,0,0,0,0.0,0.0
7440,40-64,male,majority,10-19y,high school,poverty,0.31,1.0,before 2015,1.0,0.0,10238,1040.0,sedan,0,1,2,0.0,0.0
7441,26-39,male,majority,0-9y,high school,working class,0.4,0.0,before 2015,1.0,0.0,10238,9486.0,sedan,0,0,2,1.0,5057.28
7442,16-25,male,majority,0-9y,high school,upper class,0.56,0.0,before 2015,0.0,0.0,10238,7926.0,sedan,1,0,0,0.0,0.0
7443,65+,male,majority,30y+,high school,middle class,0.5,0.0,before 2015,0.0,0.0,10238,12558.0,sedan,0,0,0,0.0,0.0
7444,40-64,male,majority,10-19y,none,middle class,0.34,1.0,before 2015,0.0,1.0,10238,11251.0,sedan,0,1,0,0.0,0.0
7445,26-39,female,majority,0-9y,university,middle class,0.31,0.0,after 2015,1.0,1.0,10238,2434.0,sedan,1,0,1,0.0,0.0
7446,26-39,female,majority,0-9y,high school,poverty,0.53,0.0,before 2015,0.0,0.0,10238,8952.0,sedan,1,0,0,0.0,0.0
7447,26-39,female,majority,10-19y,high school,middle class,0.67,0.0,after 2015,1.0,1.0,10238,6337.0,sedan,0,0,0,0.0,0.0
7448,65+,male,majority,30y+,high school,working class,0.39,1.0,before 2015,1.0,1.0,10238,8301.0,sedan,1,0,1,1.0,3761.23
7449,40-64,male,majority,20-29y,high school,working class,0.75,0.0,before 2015,0.0,0.0,10238,10537.0,sedan,1,0,1,0.0,0.0
7450,26-39,male,majority,0-9y,high school,poverty,0.71,1.0,before 2015,1.0,0.0,10238,7947.0,sedan,0,0,1,0.0,0.0
7451,26-39,male,majority,10-19y,university,middle class,0.39,0.0,after 2015,1.0,0.0,10238,5150.0,sedan,0,0,1,0.0,0.0
7452,26-39,female,majority,10-19y,university,working class,0.54,0.0,after 2015,0.0,1.0,10238,6974.0,sedan,0,0,0,0.0,0.0
7453,26-39,female,majority,10-19y,high school,working class,0.51,0.0,before 2015,0.0,1.0,10238,3044.0,sedan,0,1,2,0.0,0.0
7454,40-64,female,majority,10-19y,none,working class,0.75,1.0,after 2015,1.0,1.0,10238,6707.0,sedan,0,0,0,0.0,0.0
7455,65+,male,majority,20-29y,high school,middle class,0.79,0.0,after 2015,0.0,0.0,10238,9764.0,sedan,0,0,0,0.0,0.0
7456,26-39,female,majority,10-19y,none,upper class,0.45,0.0,after 2015,1.0,1.0,10238,10642.0,sedan,0,0,0,0.0,0.0
7457,16-25,male,majority,0-9y,none,poverty,0.36,1.0,before 2015,0.0,0.0,10238,5327.0,sedan,1,0,0,0.0,0.0
7458,26-39,female,majority,10-19y,none,working class,0.58,1.0,before 2015,0.0,1.0,10238,9364.0,sedan,0,0,1,0.0,0.0
7459,40-64,male,majority,20-29y,none,working class,0.79,1.0,after 2015,1.0,0.0,10238,7991.0,sports car,0,0,0,0.0,0.0
7460,65+,female,majority,20-29y,none,poverty,0.47,0.0,before 2015,1.0,1.0,10238,6149.0,sedan,0,0,2,0.0,0.0
7461,16-25,female,majority,0-9y,university,working class,0.73,0.0,before 2015,0.0,0.0,10238,8832.0,sedan,2,0,0,1.0,2732.74
7462,26-39,male,majority,10-19y,high school,working class,0.67,1.0,before 2015,1.0,1.0,10238,6510.0,sports car,3,0,2,0.0,0.0
7463,40-64,female,majority,10-19y,high school,poverty,0.5,0.0,after 2015,0.0,0.0,10238,3161.0,sedan,1,0,1,0.0,0.0
7464,26-39,male,majority,0-9y,none,working class,0.62,0.0,before 2015,1.0,0.0,10238,5803.0,sedan,0,0,0,0.0,0.0
7465,26-39,female,majority,0-9y,high school,working class,0.36,0.0,after 2015,1.0,1.0,10238,4858.0,sedan,0,0,0,0.0,0.0
7466,40-64,male,majority,20-29y,none,middle class,0.49,1.0,before 2015,0.0,0.0,10238,6260.0,sedan,1,0,0,0.0,0.0
7467,26-39,male,majority,10-19y,university,middle class,0.31,1.0,before 2015,1.0,1.0,10238,6409.0,sedan,0,0,0,0.0,0.0
7468,26-39,male,majority,0-9y,high school,upper class,0.55,0.0,before 2015,0.0,0.0,10238,7370.0,sedan,1,1,1,0.0,0.0
7469,65+,male,majority,30y+,high school,middle class,0.59,1.0,before 2015,0.0,1.0,10238,7665.0,sedan,1,0,0,0.0,0.0
7470,26-39,female,majority,10-19y,university,upper class,0.44,1.0,after 2015,1.0,1.0,10238,6400.0,sedan,0,0,0,1.0,7218.0
7471,40-64,female,majority,10-19y,none,middle class,0.77,0.0,after 2015,0.0,1.0,10238,2881.0,sports car,0,0,0,0.0,0.0
7472,40-64,male,majority,20-29y,none,working class,0.53,1.0,after 2015,0.0,1.0,10238,7459.0,sedan,0,0,0,0.0,0.0
7473,26-39,female,majority,10-19y,university,middle class,0.7,1.0,after 2015,0.0,0.0,10238,4026.0,sedan,0,0,0,0.0,0.0
7474,26-39,male,majority,10-19y,none,working class,0.6,1.0,before 2015,1.0,0.0,10238,10954.0,sports car,0,0,0,0.0,0.0
7475,26-39,male,majority,10-19y,none,middle class,0.77,1.0,before 2015,1.0,1.0,10238,9052.0,sedan,0,0,1,0.0,0.0
7476,40-64,female,majority,20-29y,none,working class,0.61,1.0,before 2015,0.0,1.0,10238,10451.0,sedan,1,0,0,0.0,0.0
7477,65+,male,majority,20-29y,university,middle class,0.73,0.0,after 2015,0.0,1.0,10238,7484.0,sports car,2,0,0,0.0,0.0
7478,65+,male,majority,30y+,none,upper class,0.72,1.0,after 2015,0.0,1.0,10238,1478.0,sedan,0,0,0,0.0,0.0
7479,16-25,female,majority,0-9y,high school,middle class,0.68,0.0,after 2015,1.0,0.0,10238,7026.0,sedan,0,1,1,0.0,0.0
7480,40-64,female,majority,10-19y,university,poverty,0.64,1.0,after 2015,1.0,0.0,10238,10929.0,sedan,0,0,0,0.0,0.0
7481,26-39,female,majority,10-19y,university,working class,0.73,1.0,before 2015,1.0,1.0,10238,3964.0,sedan,1,0,0,0.0,0.0
7482,65+,male,majority,30y+,university,working class,0.56,0.0,after 2015,1.0,0.0,10238,8187.0,sedan,2,0,0,1.0,3962.8
7483,26-39,male,majority,10-19y,university,poverty,0.69,1.0,before 2015,1.0,0.0,10238,5870.0,sedan,1,0,0,0.0,0.0
7484,26-39,male,majority,0-9y,none,upper class,0.62,1.0,before 2015,0.0,0.0,10238,2726.0,sedan,2,0,0,0.0,0.0
7485,26-39,female,majority,10-19y,high school,middle class,0.37,0.0,before 2015,0.0,0.0,10238,9878.0,sedan,0,0,0,0.0,0.0
7486,16-25,male,majority,0-9y,none,upper class,0.45,1.0,after 2015,1.0,1.0,10238,6294.0,sedan,2,1,1,0.0,0.0
7487,40-64,male,majority,20-29y,none,upper class,0.74,1.0,after 2015,1.0,1.0,10238,11074.0,sedan,0,0,0,0.0,0.0
7488,40-64,male,majority,10-19y,none,middle class,0.7,1.0,after 2015,0.0,1.0,10238,6038.0,sedan,0,0,0,0.0,0.0
7489,16-25,male,majority,0-9y,university,upper class,0.78,0.0,before 2015,0.0,1.0,10238,9139.0,sedan,1,0,1,0.0,0.0
7490,16-25,female,majority,0-9y,none,upper class,0.35,0.0,before 2015,1.0,0.0,10238,1802.0,sedan,0,0,1,0.0,0.0
7491,40-64,male,majority,20-29y,high school,middle class,0.7,1.0,after 2015,1.0,0.0,10238,10089.0,sedan,1,0,0,0.0,0.0
7492,65+,female,majority,30y+,university,middle class,0.69,1.0,before 2015,0.0,1.0,10238,4643.0,sports car,0,0,0,0.0,0.0
7493,16-25,male,majority,0-9y,university,upper class,0.51,1.0,after 2015,1.0,1.0,10238,5944.0,sedan,1,0,0,0.0,0.0
7494,40-64,male,majority,20-29y,none,working class,0.78,0.0,before 2015,1.0,1.0,10238,3645.0,sedan,0,1,1,0.0,0.0
7495,26-39,male,majority,10-19y,university,working class,0.61,0.0,before 2015,1.0,0.0,10238,5176.0,sports car,0,0,1,1.0,6032.16
7496,26-39,female,majority,10-19y,high school,middle class,0.58,1.0,after 2015,0.0,1.0,10238,8761.0,sedan,1,0,0,1.0,2080.95
7497,65+,female,majority,30y+,high school,upper class,0.62,0.0,before 2015,1.0,1.0,10238,2602.0,sedan,0,0,1,0.0,0.0
7498,40-64,female,majority,20-29y,high school,poverty,0.51,0.0,after 2015,0.0,1.0,10238,12436.0,sedan,3,0,1,0.0,0.0
7499,65+,male,majority,30y+,high school,working class,0.62,0.0,before 2015,0.0,1.0,10238,3368.0,sedan,0,0,1,0.0,0.0
7500,40-64,female,majority,20-29y,none,middle class,0.41,0.0,after 2015,1.0,1.0,10238,7979.0,sedan,0,0,0,0.0,0.0
7501,16-25,male,majority,0-9y,high school,poverty,0.8,1.0,before 2015,0.0,1.0,10238,5960.0,sedan,0,1,0,0.0,0.0
7502,26-39,male,majority,0-9y,university,working class,0.6,0.0,after 2015,1.0,1.0,10238,2203.0,sedan,1,2,2,0.0,0.0
7503,65+,male,majority,30y+,high school,middle class,0.63,1.0,before 2015,0.0,0.0,10238,7609.0,sedan,1,0,0,0.0,0.0
7504,26-39,male,majority,10-19y,high school,poverty,0.63,0.0,before 2015,0.0,1.0,10238,6078.0,sedan,0,0,0,0.0,0.0
7505,26-39,female,majority,10-19y,university,working class,0.56,1.0,before 2015,0.0,0.0,10238,10575.0,sedan,0,1,1,0.0,0.0
7506,40-64,female,majority,20-29y,none,middle class,0.58,0.0,before 2015,1.0,1.0,10238,8792.0,sedan,1,1,1,0.0,0.0
7507,40-64,male,majority,10-19y,high school,upper class,0.71,0.0,after 2015,1.0,1.0,10238,5762.0,sedan,0,0,0,1.0,3809.68
7508,40-64,male,majority,10-19y,none,poverty,0.3,1.0,before 2015,1.0,1.0,10238,1000.0,sedan,0,0,0,0.0,0.0
7509,40-64,female,majority,20-29y,none,upper class,0.5,1.0,before 2015,1.0,0.0,10238,12985.0,sedan,2,0,0,0.0,0.0
7510,65+,female,majority,30y+,high school,upper class,0.79,1.0,after 2015,1.0,0.0,10238,7870.0,sedan,2,0,0,0.0,0.0
7511,40-64,male,majority,10-19y,none,upper class,0.58,1.0,before 2015,0.0,1.0,10238,6210.0,sedan,1,0,1,0.0,0.0
7512,40-64,female,majority,20-29y,university,middle class,0.31,0.0,before 2015,0.0,1.0,10238,11747.0,sedan,0,0,0,0.0,0.0
7513,26-39,female,majority,10-19y,none,upper class,0.69,0.0,after 2015,0.0,0.0,10238,6837.0,sedan,0,0,0,0.0,0.0
7514,65+,female,majority,30y+,high school,working class,0.68,1.0,before 2015,0.0,0.0,10238,7103.0,sedan,0,0,1,0.0,0.0
7515,40-64,female,majority,10-19y,none,upper class,0.37,1.0,before 2015,0.0,1.0,10238,7393.0,sedan,0,0,1,0.0,0.0
7516,16-25,male,majority,0-9y,high school,working class,0.35,0.0,after 2015,0.0,0.0,10238,6130.0,sedan,0,0,0,0.0,0.0
7517,65+,female,majority,30y+,high school,poverty,0.59,1.0,after 2015,1.0,1.0,10238,9231.0,sedan,0,1,0,0.0,0.0
7518,65+,male,majority,30y+,university,middle class,0.62,1.0,before 2015,1.0,1.0,10238,8703.0,sedan,0,0,1,0.0,0.0
7519,65+,male,majority,20-29y,high school,upper class,0.41,1.0,before 2015,0.0,0.0,10238,10518.0,sports car,1,0,0,0.0,0.0
7520,26-39,female,majority,10-19y,none,poverty,0.7,1.0,after 2015,1.0,1.0,10238,10433.0,sedan,0,0,0,0.0,0.0
7521,65+,female,majority,20-29y,university,middle class,0.72,0.0,after 2015,1.0,1.0,10238,6477.0,sedan,0,0,0,1.0,500.0
7522,40-64,male,majority,10-19y,none,poverty,0.68,1.0,before 2015,0.0,1.0,10238,11072.0,sedan,2,0,1,0.0,0.0
7523,16-25,female,majority,0-9y,university,poverty,0.46,1.0,after 2015,0.0,1.0,10238,6008.0,sedan,0,0,0,0.0,0.0
7524,26-39,female,majority,10-19y,none,upper class,0.76,1.0,after 2015,1.0,1.0,10238,4235.0,sedan,1,0,0,0.0,0.0
7525,40-64,female,majority,20-29y,high school,working class,0.72,0.0,after 2015,0.0,0.0,10238,8072.0,sedan,0,0,0,0.0,0.0
7526,26-39,male,majority,10-19y,university,working class,0.5,0.0,before 2015,1.0,0.0,10238,3400.0,sedan,1,0,1,0.0,0.0
7527,65+,female,majority,30y+,high school,working class,0.59,0.0,before 2015,1.0,0.0,10238,8643.0,sedan,0,0,0,0.0,0.0
7528,40-64,male,majority,10-19y,none,poverty,0.72,1.0,before 2015,1.0,0.0,10238,6600.0,sports car,1,0,0,0.0,0.0
7529,26-39,female,majority,10-19y,university,working class,0.75,1.0,after 2015,0.0,0.0,10238,3893.0,sports car,0,0,0,0.0,0.0
7530,26-39,female,majority,10-19y,high school,poverty,0.72,1.0,before 2015,1.0,0.0,10238,12286.0,sports car,2,0,0,0.0,0.0
7531,65+,female,majority,30y+,university,upper class,0.68,0.0,after 2015,0.0,0.0,10238,4650.0,sedan,0,0,1,0.0,0.0
7532,40-64,male,majority,20-29y,high school,poverty,0.63,1.0,before 2015,1.0,0.0,10238,7580.0,sedan,1,0,0,1.0,530.29
7533,40-64,female,majority,20-29y,none,poverty,0.6,1.0,before 2015,1.0,1.0,10238,5136.0,sedan,0,0,0,0.0,0.0
7534,40-64,female,majority,20-29y,high school,middle class,0.49,0.0,before 2015,0.0,1.0,10238,9625.0,sports car,0,0,0,0.0,0.0
7535,26-39,female,majority,10-19y,high school,upper class,0.36,1.0,before 2015,0.0,0.0,10238,6970.0,sedan,1,0,1,0.0,0.0
7536,26-39,male,majority,10-19y,high school,working class,0.49,1.0,before 2015,1.0,1.0,10238,4027.0,sedan,1,0,1,0.0,0.0
7537,26-39,male,majority,10-19y,university,middle class,0.34,1.0,before 2015,1.0,0.0,10238,9715.0,sedan,2,0,1,0.0,0.0
7538,65+,female,majority,30y+,high school,upper class,0.61,0.0,after 2015,0.0,0.0,10238,5453.0,sedan,1,0,0,0.0,0.0
7539,26-39,female,majority,10-19y,high school,upper class,0.71,0.0,before 2015,0.0,1.0,10238,9326.0,sedan,3,0,2,0.0,0.0
7540,26-39,female,majority,0-9y,university,poverty,0.77,1.0,before 2015,0.0,1.0,10238,3054.0,sedan,0,0,1,1.0,2295.49
7541,40-64,male,majority,10-19y,high school,poverty,0.33,1.0,after 2015,1.0,1.0,10238,5885.0,sedan,2,0,1,0.0,0.0
7542,26-39,female,majority,10-19y,university,middle class,0.34,1.0,before 2015,0.0,1.0,10238,5225.0,sedan,0,0,2,0.0,0.0
7543,26-39,female,majority,10-19y,high school,upper class,0.34,0.0,before 2015,1.0,1.0,10238,7694.0,sports car,2,0,0,0.0,0.0
7544,40-64,male,majority,10-19y,university,middle class,0.33,1.0,after 2015,0.0,0.0,10238,10413.0,sedan,1,0,1,0.0,0.0
7545,65+,male,majority,30y+,high school,poverty,0.39,0.0,after 2015,0.0,0.0,10238,3485.0,sports car,0,0,0,0.0,0.0
7546,26-39,male,majority,10-19y,university,working class,0.4,0.0,before 2015,0.0,0.0,10238,10077.0,sedan,0,0,1,0.0,0.0
7547,40-64,male,majority,20-29y,none,working class,0.52,0.0,after 2015,0.0,1.0,10238,5097.0,sedan,0,0,1,0.0,0.0
7548,40-64,female,majority,10-19y,high school,working class,0.37,1.0,before 2015,1.0,1.0,10238,8259.0,sedan,1,0,0,0.0,0.0
7549,26-39,male,majority,10-19y,none,middle class,0.41,0.0,before 2015,1.0,0.0,10238,6644.0,sedan,0,1,0,0.0,0.0
7550,26-39,male,majority,10-19y,none,middle class,0.31,1.0,after 2015,0.0,1.0,10238,6328.0,sedan,1,0,0,0.0,0.0
7551,65+,female,majority,30y+,university,poverty,0.52,0.0,before 2015,0.0,1.0,10238,10259.0,sedan,0,0,1,0.0,0.0
7552,40-64,male,majority,10-19y,high school,middle class,0.38,1.0,after 2015,1.0,1.0,10238,5820.0,sedan,0,0,1,0.0,0.0
7553,40-64,male,majority,10-19y,none,working class,0.52,1.0,before 2015,1.0,1.0,10238,4921.0,sports car,0,0,1,0.0,0.0
7554,26-39,male,majority,0-9y,university,working class,0.5,0.0,before 2015,0.0,1.0,10238,4223.0,sedan,0,0,0,0.0,0.0
7555,26-39,female,majority,10-19y,university,middle class,0.64,0.0,before 2015,0.0,0.0,10238,3450.0,sedan,0,0,1,0.0,0.0
7556,26-39,male,majority,0-9y,university,upper class,0.47,0.0,after 2015,0.0,0.0,10238,9862.0,sedan,2,0,1,0.0,0.0
7557,16-25,female,majority,0-9y,university,middle class,0.35,1.0,after 2015,1.0,0.0,10238,6786.0,sports car,1,0,0,0.0,0.0
7558,16-25,female,majority,0-9y,none,working class,0.66,0.0,after 2015,1.0,1.0,10238,14030.0,sedan,1,0,1,0.0,0.0
