ID,AGE,GENDER,REGION,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SAFETY_RATING,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,CLAIM_AMOUNT
8400,40-64,male,South East,20-29y,university,middle_class,0.924,0.0,after_2020,1.0,1.0,67890,6412.0,suv,standard,2,0,0,0.0,0.0
8401,65+,male,North West,30y+,university,middle_class,0.761,1.0,after_2020,0.0,0.0,10238,2834.0,luxury_sedan,basic,0,0,0,0.0,0.0
8402,40-64,female,Yorkshire,10-19y,university,working_class,0.594,1.0,2016-2020,1.0,0.0,67890,4091.0,luxury_sedan,standard,0,0,0,0.0,0.0
8403,40-64,female,West Midlands,20-29y,university,working_class,0.26,1.0,2016-2020,1.0,0.0,54321,6969.0,suv,standard,0,0,0,0.0,0.0
8404,65+,female,London,30y+,high_school,working_class,0.711,1.0,2010-2015,0.0,0.0,67890,2706.0,luxury_sedan,standard,0,0,0,0.0,0.0
8405,65+,male,London,30y+,university,middle_class,0.876,0.0,before_2010,0.0,0.0,45678,3579.0,suv,standard,0,0,0,0.0,0.0
8406,16-25,female,South West,0-2y,university,working_class,0.585,1.0,after_2020,0.0,0.0,32765,4106.0,sports_car,standard,1,0,1,1.0,1354.72
8407,26-39,male,East Midlands,10-19y,university,poverty,0.265,1.0,before_2010,0.0,0.0,32765,6589.0,luxury_sedan,basic,0,0,1,0.0,0.0
8408,40-64,male,North East,10-19y,university,working_class,0.25,1.0,after_2020,1.0,1.0,54321,7019.0,sports_car,standard,0,0,0,0.0,0.0
8409,26-39,male,East Midlands,0-9y,high_school,working_class,0.409,1.0,2010-2015,0.0,0.0,54321,5117.0,small_hatchback,basic,1,0,0,0.0,0.0
8410,40-64,male,West Midlands,20-29y,high_school,working_class,0.265,1.0,before_2010,1.0,0.0,10238,6794.0,small_hatchback,basic,0,0,0,0.0,0.0
8411,26-39,male,Yorkshire,10-19y,high_school,middle_class,0.63,0.0,2010-2015,0.0,0.0,10238,4244.0,mpv,standard,0,0,0,0.0,0.0
8412,26-39,female,Wales,0-9y,postgraduate,poverty,0.505,1.0,2016-2020,0.0,0.0,10238,10158.0,luxury_sedan,basic,0,0,0,0.0,0.0
8413,65+,female,West Midlands,30y+,high_school,middle_class,0.579,1.0,2010-2015,1.0,0.0,32765,3154.0,suv,advanced,0,0,0,0.0,0.0
8414,26-39,female,Scotland,10-19y,university,middle_class,0.635,1.0,2016-2020,0.0,0.0,10238,7811.0,luxury_sedan,basic,0,0,0,0.0,0.0
8415,65+,female,Yorkshire,30y+,university,working_class,0.519,0.0,after_2020,1.0,0.0,45678,5780.0,luxury_sedan,standard,0,0,0,0.0,0.0
8416,16-25,female,North East,0-2y,university,working_class,0.357,1.0,after_2020,0.0,1.0,32765,3078.0,sports_car,standard,1,1,0,0.0,0.0
8417,40-64,male,Scotland,10-19y,university,poverty,0.33,1.0,2016-2020,1.0,1.0,45678,3942.0,family_sedan,basic,2,0,0,0.0,0.0
8418,26-39,female,Scotland,10-19y,high_school,middle_class,0.93,1.0,2016-2020,0.0,0.0,78901,11419.0,mpv,standard,0,0,0,0.0,0.0
8419,26-39,male,North East,10-19y,high_school,middle_class,0.84,1.0,before_2010,0.0,0.0,78901,9444.0,family_sedan,standard,0,0,1,0.0,0.0
8420,40-64,female,East Anglia,20-29y,university,working_class,0.546,1.0,2010-2015,1.0,0.0,54321,8917.0,family_sedan,basic,0,0,0,0.0,0.0
8421,26-39,female,South West,0-9y,high_school,working_class,0.369,0.0,2010-2015,1.0,1.0,10238,13320.0,family_sedan,standard,0,0,0,0.0,0.0
8422,40-64,male,East Midlands,20-29y,high_school,working_class,0.445,1.0,before_2010,1.0,1.0,32765,3374.0,family_sedan,basic,0,0,0,0.0,0.0
8423,65+,female,South East,30y+,high_school,working_class,0.25,1.0,2010-2015,1.0,1.0,45678,4892.0,family_sedan,standard,0,0,0,0.0,0.0
8424,26-39,male,Yorkshire,10-19y,university,middle_class,0.971,1.0,2016-2020,0.0,0.0,32765,8396.0,suv,standard,0,0,0,0.0,0.0
8425,26-39,female,West Midlands,10-19y,university,working_class,0.203,1.0,after_2020,1.0,1.0,45678,4768.0,small_hatchback,standard,0,0,0,0.0,0.0
8426,16-25,female,North East,0-2y,university,poverty,0.305,1.0,2010-2015,0.0,1.0,67890,5651.0,family_sedan,standard,1,0,0,0.0,0.0
8427,40-64,female,West Midlands,20-29y,postgraduate,middle_class,0.652,1.0,2016-2020,1.0,1.0,67890,8283.0,luxury_sedan,basic,0,0,0,0.0,0.0
8428,26-39,female,Wales,10-19y,high_school,upper_class,0.794,1.0,after_2020,1.0,1.0,54321,8345.0,sports_car,basic,0,0,0,0.0,0.0
8429,40-64,female,Yorkshire,20-29y,high_school,middle_class,0.651,1.0,2016-2020,1.0,1.0,67890,5339.0,family_sedan,basic,0,0,0,0.0,0.0
8430,65+,female,South East,20-29y,high_school,poverty,0.07,1.0,before_2010,1.0,0.0,32765,3075.0,luxury_sedan,basic,0,0,0,0.0,0.0
8431,26-39,female,North West,10-19y,high_school,poverty,0.269,1.0,2016-2020,1.0,1.0,67890,1384.0,small_hatchback,advanced,0,0,0,1.0,981.23
8432,40-64,male,Scotland,10-19y,university,upper_class,0.658,1.0,2016-2020,0.0,0.0,54321,8629.0,family_sedan,standard,0,0,0,0.0,0.0
8433,40-64,male,London,10-19y,university,upper_class,0.533,0.0,2016-2020,1.0,0.0,10238,7730.0,luxury_sedan,basic,0,0,0,0.0,0.0
8434,16-25,male,Wales,3-5y,high_school,working_class,0.756,1.0,after_2020,0.0,0.0,67890,8831.0,sports_car,basic,1,0,1,0.0,0.0
8435,26-39,male,North East,0-9y,university,middle_class,0.92,0.0,2010-2015,0.0,0.0,10238,12149.0,family_sedan,standard,0,0,0,0.0,0.0
8436,40-64,male,Scotland,10-19y,university,middle_class,0.916,1.0,before_2010,1.0,1.0,54321,7587.0,mpv,standard,0,0,1,0.0,0.0
8437,16-25,male,West Midlands,0-2y,none,working_class,0.332,1.0,after_2020,0.0,0.0,54321,500.0,sports_car,basic,0,0,0,1.0,12480.0
8438,65+,male,Wales,30y+,postgraduate,middle_class,0.621,1.0,before_2010,1.0,1.0,67890,7593.0,family_sedan,basic,2,0,0,0.0,0.0
8439,40-64,female,South West,20-29y,university,middle_class,0.767,0.0,2016-2020,0.0,0.0,45678,10643.0,sports_car,basic,0,0,1,0.0,0.0
8440,26-39,female,East Anglia,10-19y,high_school,middle_class,0.884,1.0,before_2010,0.0,0.0,45678,7181.0,suv,basic,1,0,0,1.0,3142.19
8441,26-39,female,South East,10-19y,high_school,middle_class,0.787,0.0,2016-2020,0.0,0.0,45678,7111.0,family_sedan,advanced,0,0,0,0.0,0.0
8442,40-64,female,East Anglia,20-29y,university,upper_class,0.735,1.0,2010-2015,1.0,1.0,67890,7835.0,family_sedan,standard,0,0,0,0.0,0.0
8443,40-64,female,South West,20-29y,high_school,working_class,0.59,1.0,2016-2020,1.0,1.0,78901,7130.0,luxury_sedan,standard,1,0,0,0.0,0.0
8444,40-64,female,London,10-19y,high_school,poverty,0.302,1.0,2016-2020,0.0,1.0,32765,5423.0,family_sedan,basic,0,0,1,0.0,0.0
8445,40-64,female,South East,20-29y,postgraduate,middle_class,0.782,1.0,after_2020,1.0,0.0,10238,7465.0,suv,standard,0,1,0,0.0,0.0
8446,40-64,female,North West,20-29y,high_school,middle_class,0.59,1.0,before_2010,1.0,1.0,67890,2611.0,mpv,advanced,1,0,0,0.0,0.0
8447,65+,female,East Anglia,30y+,university,middle_class,0.589,1.0,2016-2020,1.0,1.0,45678,5015.0,luxury_sedan,standard,0,0,0,0.0,0.0
8448,40-64,male,South West,20-29y,university,working_class,0.637,1.0,after_2020,1.0,1.0,78901,7868.0,small_hatchback,advanced,1,0,0,0.0,0.0
8449,40-64,male,South East,20-29y,high_school,middle_class,0.76,0.0,before_2010,1.0,0.0,45678,9160.0,luxury_sedan,basic,1,0,0,0.0,0.0
8450,40-64,female,Wales,20-29y,university,middle_class,0.86,1.0,2016-2020,0.0,1.0,78901,9721.0,luxury_sedan,standard,0,0,0,0.0,0.0
8451,26-39,female,East Midlands,10-19y,high_school,middle_class,0.567,1.0,2010-2015,0.0,0.0,32765,9455.0,luxury_sedan,basic,0,0,0,0.0,0.0
8452,26-39,female,West Midlands,10-19y,high_school,working_class,0.443,1.0,2016-2020,0.0,0.0,78901,7633.0,family_sedan,advanced,1,0,1,0.0,0.0
8453,26-39,female,Wales,10-19y,university,middle_class,0.781,1.0,2016-2020,1.0,1.0,32765,8960.0,family_sedan,standard,2,0,1,0.0,0.0
8454,16-25,male,North East,0-2y,university,working_class,0.517,0.0,after_2020,0.0,0.0,10238,4996.0,sports_car,advanced,0,0,0,0.0,0.0
8455,40-64,female,Wales,20-29y,university,upper_class,0.86,1.0,2016-2020,1.0,0.0,45678,7469.0,small_hatchback,standard,0,0,0,0.0,0.0
8456,40-64,male,South West,20-29y,university,upper_class,0.857,1.0,before_2010,0.0,0.0,10238,11337.0,family_sedan,standard,0,0,0,0.0,0.0
8457,40-64,female,Wales,10-19y,high_school,upper_class,0.892,0.0,2016-2020,1.0,0.0,10238,8855.0,family_sedan,standard,1,0,0,0.0,0.0
8458,26-39,male,West Midlands,10-19y,postgraduate,middle_class,0.667,1.0,2010-2015,0.0,0.0,32765,4840.0,small_hatchback,standard,0,0,0,0.0,0.0
8459,40-64,male,North West,20-29y,university,middle_class,0.385,1.0,2016-2020,1.0,1.0,67890,9303.0,suv,standard,0,0,0,1.0,374.84
8460,40-64,male,East Midlands,20-29y,high_school,upper_class,0.929,1.0,2010-2015,1.0,1.0,54321,9377.0,family_sedan,advanced,0,0,0,0.0,0.0
8461,40-64,female,East Anglia,20-29y,none,middle_class,0.637,0.0,before_2010,1.0,1.0,54321,12299.0,small_hatchback,basic,0,0,0,0.0,0.0
8462,16-25,male,Wales,0-2y,postgraduate,working_class,0.132,1.0,2016-2020,0.0,0.0,45678,11117.0,small_hatchback,basic,1,0,1,0.0,0.0
8463,65+,female,Wales,30y+,university,middle_class,0.583,1.0,2016-2020,0.0,0.0,10238,4654.0,small_hatchback,basic,0,0,0,0.0,0.0
8464,65+,female,South East,30y+,high_school,working_class,0.543,1.0,2016-2020,0.0,0.0,54321,3958.0,luxury_sedan,standard,0,0,0,0.0,0.0
8465,40-64,female,West Midlands,10-19y,high_school,working_class,0.299,1.0,after_2020,1.0,0.0,45678,5652.0,luxury_sedan,advanced,0,0,0,0.0,0.0
8466,40-64,male,East Anglia,10-19y,high_school,upper_class,0.84,1.0,2010-2015,1.0,1.0,45678,14922.0,suv,basic,0,0,0,1.0,8000.0
8467,40-64,female,Wales,20-29y,postgraduate,working_class,0.365,0.0,before_2010,1.0,0.0,10238,8384.0,suv,advanced,2,0,0,0.0,0.0
8468,26-39,male,London,0-9y,postgraduate,middle_class,0.645,1.0,2016-2020,1.0,0.0,45678,13691.0,family_sedan,standard,0,0,0,0.0,0.0
8469,65+,male,East Midlands,20-29y,high_school,middle_class,0.788,1.0,before_2010,1.0,1.0,10238,4350.0,family_sedan,basic,0,0,0,0.0,0.0
8470,40-64,male,South East,20-29y,university,middle_class,0.778,1.0,before_2010,1.0,1.0,45678,4405.0,suv,standard,0,0,0,0.0,0.0
8471,16-25,female,South East,3-5y,university,middle_class,0.744,1.0,after_2020,1.0,0.0,67890,3695.0,sports_car,basic,1,0,1,1.0,7284.75
8472,40-64,male,Yorkshire,20-29y,postgraduate,working_class,0.606,1.0,2010-2015,1.0,1.0,10238,6266.0,suv,advanced,0,0,0,0.0,0.0
8473,40-64,female,West Midlands,10-19y,postgraduate,middle_class,0.579,1.0,2010-2015,1.0,0.0,45678,4215.0,sports_car,basic,0,0,0,0.0,0.0
8474,40-64,male,Scotland,20-29y,university,working_class,0.296,0.0,2016-2020,0.0,0.0,78901,14826.0,family_sedan,basic,0,1,0,0.0,0.0
8475,40-64,female,East Midlands,10-19y,university,upper_class,0.921,1.0,2016-2020,1.0,1.0,54321,10430.0,family_sedan,basic,1,0,1,0.0,0.0
8476,40-64,male,West Midlands,20-29y,postgraduate,working_class,0.415,1.0,2010-2015,1.0,1.0,78901,11295.0,family_sedan,basic,0,0,0,0.0,0.0
8477,26-39,male,Wales,0-9y,none,upper_class,0.95,1.0,after_2020,0.0,1.0,32765,9510.0,small_hatchback,standard,0,0,0,0.0,0.0
8478,16-25,female,North West,0-2y,high_school,upper_class,0.624,1.0,2016-2020,0.0,0.0,32765,8961.0,family_sedan,standard,0,0,0,0.0,0.0
8479,16-25,female,London,0-2y,postgraduate,upper_class,0.551,1.0,2016-2020,0.0,0.0,10238,6953.0,sports_car,standard,1,0,0,0.0,0.0
8480,40-64,female,London,10-19y,university,middle_class,0.878,1.0,2010-2015,0.0,0.0,67890,4863.0,small_hatchback,basic,0,0,1,0.0,0.0
8481,65+,male,Scotland,30y+,high_school,middle_class,0.915,0.0,2010-2015,1.0,0.0,78901,7515.0,family_sedan,standard,0,0,0,0.0,0.0
8482,40-64,female,East Midlands,20-29y,postgraduate,working_class,0.393,1.0,2010-2015,1.0,1.0,54321,6808.0,luxury_sedan,advanced,1,0,0,0.0,0.0
8483,16-25,male,South West,3-5y,university,upper_class,0.773,1.0,2010-2015,0.0,0.0,54321,3399.0,sports_car,basic,1,0,0,0.0,0.0
8484,16-25,male,Yorkshire,0-2y,university,middle_class,0.851,1.0,after_2020,0.0,0.0,10238,6238.0,family_sedan,standard,0,0,0,0.0,0.0
8485,40-64,male,London,20-29y,university,upper_class,0.764,1.0,2016-2020,1.0,0.0,54321,4216.0,small_hatchback,standard,0,0,0,1.0,8112.14
8486,65+,female,London,30y+,university,working_class,0.725,1.0,2016-2020,1.0,0.0,54321,4798.0,luxury_sedan,standard,0,0,0,0.0,0.0
8487,40-64,male,South West,20-29y,high_school,upper_class,0.78,1.0,2016-2020,0.0,1.0,10238,4716.0,luxury_sedan,standard,0,0,0,0.0,0.0
8488,26-39,male,South West,0-9y,high_school,middle_class,0.599,1.0,2010-2015,1.0,0.0,45678,10499.0,suv,standard,0,0,1,0.0,0.0
8489,26-39,female,South West,10-19y,university,working_class,0.801,1.0,2010-2015,1.0,0.0,10238,6127.0,family_sedan,standard,0,0,0,0.0,0.0
8490,40-64,female,South West,20-29y,university,middle_class,0.63,1.0,2010-2015,1.0,1.0,67890,11809.0,luxury_sedan,standard,2,0,0,0.0,0.0
8491,26-39,male,West Midlands,10-19y,none,middle_class,0.495,1.0,after_2020,1.0,1.0,78901,1098.0,sports_car,standard,0,0,0,1.0,7796.68
8492,65+,male,Scotland,30y+,high_school,working_class,0.209,1.0,2016-2020,1.0,1.0,32765,5231.0,small_hatchback,basic,0,0,0,0.0,0.0
8493,40-64,male,West Midlands,20-29y,university,working_class,0.681,1.0,2010-2015,1.0,1.0,32765,3144.0,luxury_sedan,basic,0,0,0,0.0,0.0
8494,16-25,male,London,0-2y,postgraduate,working_class,0.229,1.0,before_2010,0.0,0.0,10238,5052.0,sports_car,standard,0,0,0,0.0,0.0
8495,16-25,male,Scotland,0-2y,high_school,working_class,0.714,1.0,2010-2015,0.0,0.0,45678,5325.0,sports_car,basic,0,0,1,1.0,1199.03
8496,40-64,male,West Midlands,20-29y,high_school,working_class,0.417,1.0,2010-2015,0.0,1.0,10238,6079.0,suv,standard,0,0,0,0.0,0.0
8497,40-64,female,South West,20-29y,high_school,upper_class,0.71,1.0,before_2010,1.0,0.0,32765,11593.0,sports_car,standard,1,0,0,0.0,0.0
8498,40-64,female,West Midlands,10-19y,high_school,working_class,0.812,1.0,2016-2020,1.0,0.0,78901,6070.0,luxury_sedan,advanced,1,0,1,0.0,0.0
8499,40-64,male,North East,10-19y,postgraduate,middle_class,0.383,1.0,before_2010,1.0,1.0,10238,9213.0,family_sedan,standard,0,0,0,0.0,0.0
8500,26-39,male,Yorkshire,0-9y,university,working_class,0.456,1.0,2010-2015,0.0,0.0,32765,7788.0,suv,standard,0,1,0,0.0,0.0
8501,40-64,male,East Midlands,10-19y,high_school,upper_class,0.831,1.0,2010-2015,1.0,1.0,54321,7126.0,family_sedan,standard,0,0,0,0.0,0.0
8502,65+,male,South East,30y+,postgraduate,working_class,0.246,1.0,2010-2015,1.0,1.0,45678,7937.0,family_sedan,advanced,1,0,0,0.0,0.0
8503,26-39,male,South West,10-19y,high_school,working_class,0.637,1.0,2010-2015,1.0,0.0,45678,7577.0,family_sedan,standard,0,0,0,0.0,0.0
8504,40-64,female,London,20-29y,university,working_class,0.702,1.0,2010-2015,1.0,1.0,67890,6610.0,family_sedan,standard,0,0,0,0.0,0.0
8505,26-39,female,Wales,0-9y,university,working_class,0.549,1.0,2010-2015,0.0,0.0,45678,7461.0,family_sedan,basic,0,0,1,0.0,0.0
8506,65+,male,London,30y+,university,working_class,0.626,1.0,before_2010,1.0,1.0,67890,11430.0,family_sedan,basic,0,0,0,0.0,0.0
8507,40-64,female,North East,10-19y,university,working_class,0.494,1.0,2010-2015,1.0,1.0,54321,5209.0,mpv,advanced,0,0,0,0.0,0.0
8508,40-64,female,North West,20-29y,postgraduate,middle_class,0.541,0.0,2010-2015,1.0,0.0,54321,5049.0,suv,basic,0,0,0,0.0,0.0
8509,16-25,female,East Anglia,0-2y,postgraduate,poverty,0.049,1.0,after_2020,0.0,0.0,10238,3291.0,family_sedan,standard,2,0,0,1.0,1950.0
8510,40-64,male,West Midlands,20-29y,high_school,middle_class,0.468,1.0,2016-2020,1.0,1.0,32765,7551.0,family_sedan,basic,0,0,0,0.0,0.0
8511,40-64,male,South West,20-29y,postgraduate,middle_class,0.675,1.0,2016-2020,0.0,1.0,45678,7761.0,luxury_sedan,standard,0,0,0,0.0,0.0
8512,40-64,female,South West,10-19y,high_school,working_class,0.579,1.0,before_2010,1.0,1.0,78901,10618.0,suv,standard,0,0,0,0.0,0.0
8513,26-39,female,North East,0-9y,high_school,middle_class,0.832,1.0,2010-2015,1.0,1.0,10238,8168.0,family_sedan,basic,0,0,0,0.0,0.0
8514,65+,male,West Midlands,30y+,university,middle_class,0.515,1.0,2016-2020,1.0,1.0,54321,3017.0,family_sedan,advanced,0,0,0,0.0,0.0
8515,40-64,male,North West,20-29y,high_school,working_class,0.547,1.0,2016-2020,0.0,1.0,10238,826.0,family_sedan,standard,0,0,0,0.0,0.0
8516,16-25,male,West Midlands,0-2y,university,upper_class,0.961,1.0,2016-2020,0.0,0.0,32765,7404.0,small_hatchback,advanced,0,0,0,0.0,0.0
8517,26-39,female,East Anglia,10-19y,university,working_class,0.229,1.0,2016-2020,1.0,1.0,67890,8947.0,family_sedan,advanced,1,0,0,0.0,0.0
8518,26-39,female,Wales,0-9y,university,middle_class,0.598,1.0,before_2010,0.0,0.0,54321,11114.0,family_sedan,advanced,0,0,0,0.0,0.0
8519,40-64,female,West Midlands,20-29y,high_school,middle_class,0.755,1.0,before_2010,1.0,1.0,54321,7760.0,family_sedan,standard,0,0,1,0.0,0.0
8520,65+,female,East Anglia,30y+,high_school,middle_class,0.845,1.0,before_2010,1.0,1.0,54321,8243.0,suv,advanced,0,0,0,0.0,0.0
8521,40-64,female,Scotland,20-29y,high_school,middle_class,0.519,1.0,2010-2015,0.0,0.0,10238,10347.0,small_hatchback,standard,0,0,0,0.0,0.0
8522,26-39,male,Yorkshire,10-19y,high_school,middle_class,0.619,1.0,2016-2020,0.0,0.0,78901,14198.0,sports_car,basic,1,0,0,0.0,0.0
8523,40-64,male,West Midlands,10-19y,high_school,poverty,0.325,1.0,2010-2015,1.0,1.0,45678,5867.0,luxury_sedan,basic,1,0,0,0.0,0.0
8524,40-64,female,East Midlands,20-29y,university,middle_class,0.812,1.0,2010-2015,0.0,0.0,45678,6746.0,suv,advanced,1,0,0,1.0,1500.0
8525,40-64,female,South West,20-29y,university,working_class,0.573,1.0,2010-2015,0.0,0.0,45678,8465.0,suv,standard,0,0,0,0.0,0.0
8526,40-64,male,Scotland,10-19y,none,middle_class,0.782,0.0,2010-2015,1.0,0.0,67890,10106.0,suv,standard,0,1,2,0.0,0.0
8527,65+,female,London,30y+,university,middle_class,0.419,1.0,2016-2020,1.0,0.0,10238,847.0,suv,advanced,1,0,0,0.0,0.0
8528,26-39,male,South West,10-19y,none,poverty,0.438,1.0,after_2020,1.0,1.0,45678,6419.0,suv,standard,0,0,0,0.0,0.0
8529,40-64,female,South East,20-29y,university,middle_class,0.393,1.0,after_2020,1.0,0.0,78901,8159.0,family_sedan,advanced,1,0,0,0.0,0.0
8530,16-25,female,North West,0-2y,postgraduate,working_class,0.707,1.0,before_2010,0.0,0.0,10238,6302.0,family_sedan,standard,1,1,1,0.0,0.0
8531,65+,male,North West,30y+,high_school,working_class,0.31,1.0,before_2010,1.0,1.0,45678,5301.0,family_sedan,advanced,0,0,0,0.0,0.0
8532,40-64,male,East Anglia,10-19y,university,working_class,0.37,1.0,2016-2020,1.0,1.0,45678,9460.0,family_sedan,standard,0,0,0,1.0,2000.0
8533,65+,male,East Anglia,30y+,high_school,working_class,0.572,1.0,before_2010,0.0,0.0,10238,859.0,mpv,standard,0,0,0,0.0,0.0
8534,65+,female,London,30y+,university,middle_class,0.822,1.0,2016-2020,0.0,0.0,32765,6498.0,luxury_sedan,standard,0,0,1,0.0,0.0
8535,26-39,female,West Midlands,0-9y,high_school,middle_class,0.466,1.0,after_2020,0.0,0.0,78901,8412.0,family_sedan,basic,1,0,0,0.0,0.0
8536,40-64,female,Scotland,20-29y,university,middle_class,0.88,1.0,before_2010,0.0,1.0,10238,7237.0,small_hatchback,advanced,1,0,0,0.0,0.0
8537,40-64,female,North West,20-29y,university,working_class,0.569,1.0,2016-2020,0.0,1.0,10238,8509.0,sports_car,standard,0,0,0,0.0,0.0
8538,26-39,female,West Midlands,10-19y,high_school,working_class,0.379,1.0,2016-2020,0.0,0.0,67890,4484.0,sports_car,basic,2,0,0,0.0,0.0
8539,26-39,male,West Midlands,0-9y,university,working_class,0.442,1.0,2010-2015,1.0,0.0,54321,6078.0,family_sedan,advanced,0,0,1,1.0,300.0
8540,26-39,male,London,10-19y,none,working_class,0.189,1.0,2016-2020,0.0,1.0,78901,8331.0,suv,advanced,0,1,0,0.0,0.0
8541,65+,female,East Midlands,30y+,university,working_class,0.603,0.0,2010-2015,0.0,1.0,54321,3635.0,luxury_sedan,standard,0,0,0,1.0,4181.71
8542,40-64,male,North West,20-29y,university,middle_class,0.774,1.0,2010-2015,0.0,0.0,32765,4563.0,family_sedan,standard,1,0,0,0.0,0.0
8543,65+,female,South West,30y+,postgraduate,middle_class,0.599,0.0,2016-2020,0.0,0.0,78901,4712.0,luxury_sedan,advanced,1,0,0,0.0,0.0
8544,65+,female,South West,30y+,high_school,middle_class,0.651,1.0,2010-2015,1.0,1.0,45678,5022.0,luxury_sedan,standard,0,0,0,0.0,0.0
8545,26-39,female,East Anglia,10-19y,university,upper_class,0.917,1.0,before_2010,0.0,0.0,45678,8934.0,mpv,basic,1,0,1,0.0,0.0
8546,65+,female,North East,30y+,high_school,working_class,0.391,1.0,2010-2015,1.0,1.0,10238,8371.0,family_sedan,advanced,1,0,1,0.0,0.0
8547,16-25,male,East Midlands,0-2y,university,working_class,0.6,1.0,before_2010,0.0,0.0,10238,5735.0,sports_car,standard,0,0,0,1.0,13952.25
8548,26-39,male,West Midlands,10-19y,postgraduate,working_class,0.56,1.0,after_2020,1.0,1.0,54321,4958.0,small_hatchback,advanced,1,0,0,0.0,0.0
8549,40-64,female,South West,20-29y,university,working_class,0.533,1.0,before_2010,0.0,1.0,45678,7960.0,suv,advanced,1,0,0,0.0,0.0
8550,40-64,female,North East,10-19y,university,middle_class,0.656,1.0,2016-2020,1.0,1.0,67890,11766.0,suv,basic,0,0,0,0.0,0.0
8551,40-64,female,North East,20-29y,university,middle_class,0.643,1.0,2010-2015,0.0,1.0,67890,5926.0,mpv,standard,0,0,0,0.0,0.0
8552,40-64,male,East Midlands,20-29y,high_school,middle_class,0.86,1.0,before_2010,1.0,0.0,78901,8710.0,luxury_sedan,standard,0,0,0,0.0,0.0
8553,65+,female,West Midlands,30y+,high_school,upper_class,0.722,1.0,2016-2020,0.0,0.0,45678,5711.0,mpv,standard,0,0,0,0.0,0.0
8554,26-39,male,West Midlands,0-9y,high_school,middle_class,0.651,1.0,2010-2015,1.0,1.0,10238,8618.0,family_sedan,standard,0,0,0,0.0,0.0
8555,40-64,male,South West,20-29y,high_school,upper_class,0.867,0.0,2016-2020,0.0,0.0,78901,8960.0,suv,advanced,0,0,1,0.0,0.0
8556,26-39,male,Scotland,10-19y,university,working_class,0.594,1.0,2016-2020,1.0,1.0,54321,4421.0,small_hatchback,basic,0,1,0,0.0,0.0
8557,40-64,female,London,10-19y,university,middle_class,0.675,1.0,before_2010,1.0,1.0,78901,5994.0,family_sedan,standard,0,0,0,0.0,0.0
8558,16-25,female,Yorkshire,0-2y,high_school,middle_class,0.77,1.0,2016-2020,0.0,0.0,54321,6860.0,small_hatchback,standard,2,0,0,0.0,0.0
8559,26-39,female,North West,10-19y,university,working_class,0.536,1.0,2016-2020,1.0,1.0,78901,6396.0,suv,advanced,0,0,0,0.0,0.0
8560,40-64,male,East Midlands,20-29y,high_school,middle_class,0.758,1.0,2010-2015,1.0,1.0,10238,7848.0,family_sedan,standard,0,0,0,0.0,0.0
8561,16-25,female,London,6-9y,high_school,working_class,0.794,1.0,2016-2020,0.0,0.0,67890,5814.0,small_hatchback,standard,1,0,0,0.0,0.0
8562,40-64,female,South West,20-29y,university,working_class,0.513,1.0,before_2010,0.0,0.0,78901,7682.0,sports_car,basic,2,0,0,0.0,0.0
8563,16-25,female,North West,0-2y,high_school,middle_class,0.78,1.0,before_2010,0.0,0.0,78901,3565.0,mpv,standard,0,0,1,0.0,0.0
8564,16-25,female,East Midlands,3-5y,university,working_class,0.587,1.0,2010-2015,1.0,0.0,45678,8670.0,small_hatchback,standard,0,0,1,0.0,0.0
8565,40-64,male,Wales,20-29y,postgraduate,working_class,0.463,1.0,after_2020,1.0,0.0,45678,10124.0,suv,standard,0,0,0,0.0,0.0
8566,26-39,male,London,10-19y,university,working_class,0.489,1.0,2016-2020,0.0,0.0,67890,6853.0,small_hatchback,advanced,0,0,0,1.0,1443.83
8567,40-64,female,South East,20-29y,high_school,poverty,0.126,1.0,after_2020,1.0,1.0,45678,7590.0,suv,standard,1,0,0,0.0,0.0
8568,65+,female,Wales,30y+,high_school,middle_class,0.763,1.0,2010-2015,0.0,0.0,67890,3475.0,small_hatchback,advanced,0,0,0,0.0,0.0
8569,16-25,male,Wales,0-2y,university,upper_class,0.875,1.0,2010-2015,0.0,0.0,32765,3491.0,family_sedan,advanced,3,0,0,1.0,3414.32
8570,26-39,female,South West,0-9y,high_school,middle_class,0.467,1.0,after_2020,0.0,0.0,78901,7808.0,family_sedan,basic,0,0,1,0.0,0.0
8571,26-39,male,East Anglia,10-19y,high_school,working_class,0.751,1.0,2016-2020,1.0,1.0,10238,4557.0,family_sedan,basic,0,0,0,0.0,0.0
8572,16-25,female,North West,0-2y,university,middle_class,0.56,1.0,before_2010,0.0,0.0,78901,500.0,small_hatchback,standard,0,0,0,1.0,2073.19
8573,26-39,male,South West,10-19y,high_school,working_class,0.626,0.0,2010-2015,1.0,0.0,54321,12266.0,suv,advanced,0,0,0,0.0,0.0
8574,40-64,female,East Anglia,20-29y,high_school,middle_class,0.872,1.0,2010-2015,1.0,1.0,32765,10863.0,family_sedan,basic,0,0,0,0.0,0.0
