date,region,weather_condition,traffic_baseline,visibility_meters
2025-01-11,North West,Rain,Light,660
2025-01-12,North West,Rain,Light,4604
2025-01-13,North West,Snow,Heavy,2651
2025-01-14,North West,Clear,Gridlock,10000
2025-01-15,North West,Clear,Heavy,10000
2025-01-16,North West,Rain,Heavy,1280
2025-01-17,North West,Fog,Moderate,1960
2025-01-18,North West,Clear,Light,10000
2025-01-19,North West,Snow,Light,4965
2025-01-20,North West,Snow,Moderate,228
2025-01-21,North West,Rain,Heavy,1601
2025-01-22,North West,Clear,Gridlock,10000
2025-01-23,North West,Clear,Heavy,10000
2025-01-24,North West,Fog,Gridlock,4010
2025-01-25,North West,Snow,Heavy,3448
2025-01-26,North West,Rain,Moderate,1054
2025-01-27,North West,Rain,Heavy,376
2025-01-28,North West,Rain,Heavy,2531
2025-01-29,North West,Rain,Heavy,1911
2025-01-30,North West,Fog,Heavy,178
2025-01-31,North West,Clear,Heavy,10000
2025-02-01,North West,Clear,Light,10000
2025-02-02,North West,Rain,Light,4536
2025-02-03,North West,Rain,Gridlock,597
2025-02-04,North West,Clear,Heavy,10000
2025-02-05,North West,Snow,Moderate,1640
2025-02-06,North West,Snow,Heavy,855
2025-02-07,North West,Rain,Heavy,3275
2025-02-08,North West,Fog,Moderate,2510
2025-02-09,North West,Clear,Heavy,10000
2025-02-10,North West,Snow,Gridlock,2129
2025-02-11,North West,Fog,Gridlock,666
2025-02-12,North West,Rain,Heavy,1809
2025-02-13,North West,Snow,Heavy,3211
2025-02-14,North West,Rain,Gridlock,3218
2025-02-15,North West,Clear,Light,10000
2025-02-16,North West,Rain,Moderate,4201
2025-02-17,North West,Rain,Heavy,4719
2025-02-18,North West,Snow,Heavy,3615
2025-02-19,North West,Rain,Heavy,4784
2025-02-20,North West,Clear,Gridlock,10000
2025-02-21,North West,Rain,Heavy,2544
2025-02-22,North West,Rain,Moderate,2634
2025-02-23,North West,Fog,Light,3287
2025-02-24,North West,Rain,Heavy,4511
2025-02-25,North West,Rain,Moderate,2326
2025-02-26,North West,Snow,Heavy,2093
2025-02-27,North West,Clear,Heavy,10000
2025-02-28,North West,Snow,Moderate,2465
2025-03-01,North West,Rain,Moderate,1414
2025-03-02,North West,Rain,Moderate,201
2025-03-03,North West,Clear,Gridlock,10000
2025-03-04,North West,Rain,Heavy,606
2025-03-05,North West,Clear,Heavy,10000
2025-03-06,North West,Rain,Heavy,4704
2025-03-07,North West,Fog,Moderate,204
2025-03-08,North West,Rain,Light,4676
2025-03-09,North West,Clear,Light,10000
2025-03-10,North West,Rain,Heavy,1766
2025-03-11,North West,Clear,Gridlock,10000
2025-03-12,North West,Rain,Heavy,4322
2025-03-13,North West,Clear,Heavy,10000
2025-03-14,North West,Rain,Gridlock,3833
2025-03-15,North West,Rain,Heavy,1119
2025-03-16,North West,Rain,Moderate,1262
2025-03-17,North West,Rain,Heavy,2561
2025-03-18,North West,Clear,Heavy,10000
2025-03-19,North West,Rain,Heavy,4293
2025-03-20,North West,Clear,Heavy,10000
2025-03-21,North West,Rain,Heavy,4344
2025-03-22,North West,Rain,Light,773
2025-03-23,North West,Clear,Heavy,10000
2025-03-24,North West,Rain,Gridlock,447
2025-03-25,North West,Fog,Heavy,4875
2025-03-26,North West,Rain,Heavy,1801
2025-03-27,North West,Rain,Heavy,2009
2025-03-28,North West,Clear,Gridlock,10000
2025-03-29,North West,Clear,Moderate,10000
2025-03-30,North West,Fog,Moderate,1349
2025-03-31,North West,Rain,Heavy,3929
2025-04-01,North West,Rain,Gridlock,2881
2025-04-02,North West,Clear,Gridlock,10000
2025-04-03,North West,Rain,Heavy,3477
2025-04-04,North West,Clear,Heavy,10000
2025-04-05,North West,Fog,Moderate,3172
2025-04-06,North West,Clear,Moderate,10000
2025-04-07,North West,Rain,Heavy,865
2025-04-08,North West,Clear,Heavy,10000
2025-04-09,North West,Clear,Gridlock,10000
2025-04-10,North West,Rain,Heavy,1082
2025-04-11,North West,Rain,Moderate,4550
2025-04-12,North West,Rain,Moderate,4567
2025-04-13,North West,Fog,Moderate,596
2025-04-14,North West,Clear,Heavy,10000
2025-04-15,North West,Rain,Moderate,2216
2025-04-16,North West,Clear,Moderate,10000
2025-04-17,North West,Rain,Moderate,3055
2025-04-18,North West,Fog,Heavy,920
2025-04-19,North West,Rain,Light,4359
2025-04-20,North West,Fog,Moderate,68
2025-04-21,North West,Storm,Heavy,915
2025-04-22,North West,Clear,Heavy,10000
2025-04-23,North West,Rain,Moderate,2617
2025-04-24,North West,Clear,Moderate,10000
2025-04-25,North West,Rain,Gridlock,1185
2025-04-26,North West,Clear,Light,10000
2025-04-27,North West,Rain,Moderate,903
2025-04-28,North West,Rain,Heavy,2776
2025-04-29,North West,Fog,Heavy,4555
2025-04-30,North West,Rain,Moderate,4231
2025-05-01,North West,Clear,Gridlock,10000
2025-05-02,North West,Clear,Heavy,10000
2025-05-03,North West,Rain,Light,119
2025-05-04,North West,Rain,Light,2057
2025-05-05,North West,Rain,Heavy,2829
2025-05-06,North West,Clear,Gridlock,10000
2025-05-07,North West,Clear,Moderate,10000
2025-05-08,North West,Rain,Heavy,3915
2025-05-09,North West,Rain,Heavy,229
2025-05-10,North West,Rain,Light,2673
2025-05-11,North West,Rain,Heavy,4675
2025-05-12,North West,Clear,Heavy,10000
2025-05-13,North West,Rain,Gridlock,4547
2025-05-14,North West,Clear,Heavy,10000
2025-05-15,North West,Clear,Heavy,10000
2025-05-16,North West,Clear,Heavy,10000
2025-05-17,North West,Storm,Heavy,3285
2025-05-18,North West,Rain,Light,3163
2025-05-19,North West,Rain,Heavy,1003
2025-05-20,North West,Rain,Heavy,2930
2025-05-21,North West,Clear,Heavy,10000
2025-05-22,North West,Clear,Moderate,10000
2025-05-23,North West,Rain,Moderate,3303
2025-05-24,North West,Clear,Light,10000
2025-05-25,North West,Fog,Moderate,1323
2025-05-26,North West,Rain,Gridlock,1181
2025-05-27,North West,Storm,Heavy,3079
2025-05-28,North West,Rain,Moderate,4427
2025-05-29,North West,Fog,Heavy,303
2025-05-30,North West,Rain,Heavy,3094
2025-05-31,North West,Rain,Light,2942
2025-06-01,North West,Clear,Light,10000
2025-06-02,North West,Rain,Heavy,1848
2025-06-03,North West,Rain,Heavy,304
2025-06-04,North West,Clear,Moderate,10000
2025-06-05,North West,Clear,Heavy,10000
2025-06-06,North West,Clear,Gridlock,10000
2025-06-07,North West,Storm,Light,1058
2025-06-08,North West,Storm,Light,4808
2025-06-09,North West,Storm,Heavy,304
2025-06-10,North West,Clear,Heavy,10000
2025-06-11,North West,Clear,Moderate,10000
2025-06-12,North West,Clear,Gridlock,10000
2025-06-13,North West,Rain,Moderate,2621
2025-06-14,North West,Clear,Moderate,10000
2025-06-15,North West,Clear,Light,10000
2025-06-16,North West,Storm,Moderate,2715
2025-06-17,North West,Clear,Gridlock,10000
2025-06-18,North West,Clear,Heavy,10000
2025-06-19,North West,Clear,Heavy,10000
2025-06-20,North West,Clear,Gridlock,10000
2025-06-21,North West,Storm,Light,704
2025-06-22,North West,Rain,Light,3716
2025-06-23,North West,Clear,Heavy,10000
2025-06-24,North West,Storm,Gridlock,4993
2025-06-25,North West,Rain,Gridlock,3069
2025-06-26,North West,Clear,Heavy,10000
2025-06-27,North West,Clear,Gridlock,10000
2025-06-28,North West,Rain,Moderate,4136
2025-06-29,North West,Clear,Moderate,10000
2025-06-30,North West,Clear,Moderate,10000
2025-07-01,North West,Clear,Heavy,10000
2025-07-02,North West,Fog,Heavy,915
2025-07-03,North West,Clear,Moderate,10000
2025-07-04,North West,Clear,Heavy,10000
2025-07-05,North West,Clear,Moderate,10000
2025-07-06,North West,Rain,Light,4706
2025-07-07,North West,Clear,Heavy,10000
2025-07-08,North West,Clear,Heavy,10000
2025-07-09,North West,Clear,Heavy,10000
2025-07-10,North West,Fog,Moderate,2479
2025-07-11,North West,Clear,Heavy,10000
2025-07-12,North West,Storm,Light,4072
2025-07-13,North West,Fog,Moderate,3201
2025-07-14,North West,Clear,Heavy,10000
2025-07-15,North West,Clear,Gridlock,10000
2025-07-16,North West,Clear,Heavy,10000
2025-07-17,North West,Rain,Heavy,3114
2025-07-18,North West,Storm,Heavy,637
2025-07-19,North West,Clear,Light,10000
2025-07-20,North West,Rain,Light,3976
2025-07-21,North West,Clear,Moderate,10000
2025-07-22,North West,Rain,Heavy,2048
2025-07-23,North West,Clear,Gridlock,10000
2025-07-24,North West,Clear,Heavy,10000
2025-07-25,North West,Clear,Heavy,10000
2025-07-26,North West,Rain,Heavy,3882
2025-07-27,North West,Clear,Light,10000
2025-07-28,North West,Fog,Heavy,4923
2025-07-29,North West,Clear,Heavy,10000
2025-07-30,North West,Clear,Heavy,10000
2025-07-31,North West,Clear,Heavy,10000
2025-08-01,North West,Rain,Heavy,1266
2025-08-02,North West,Rain,Light,134
2025-08-03,North West,Rain,Light,1218
2025-08-04,North West,Rain,Moderate,2576
2025-08-05,North West,Clear,Gridlock,10000
2025-08-06,North West,Clear,Heavy,10000
2025-08-07,North West,Clear,Moderate,10000
2025-08-08,North West,Clear,Heavy,10000
2025-08-09,North West,Rain,Heavy,3387
2025-08-10,North West,Clear,Heavy,10000
2025-08-11,North West,Rain,Heavy,141
2025-08-12,North West,Fog,Gridlock,1032
2025-08-13,North West,Clear,Heavy,10000
2025-08-14,North West,Rain,Heavy,1862
2025-08-15,North West,Clear,Heavy,10000
2025-08-16,North West,Clear,Light,10000
2025-08-17,North West,Storm,Light,4422
2025-08-18,North West,Clear,Heavy,10000
2025-08-19,North West,Rain,Heavy,4126
2025-08-20,North West,Clear,Heavy,10000
2025-08-21,North West,Clear,Heavy,10000
2025-08-22,North West,Storm,Gridlock,422
2025-08-23,North West,Clear,Heavy,10000
2025-08-24,North West,Clear,Moderate,10000
2025-08-25,North West,Fog,Moderate,752
2025-08-26,North West,Clear,Gridlock,10000
2025-08-27,North West,Rain,Moderate,307
2025-08-28,North West,Clear,Heavy,10000
2025-08-29,North West,Rain,Gridlock,807
2025-08-30,North West,Clear,Moderate,10000
2025-08-31,North West,Clear,Light,10000
2025-09-01,North West,Storm,Gridlock,253
2025-09-02,North West,Fog,Moderate,2293
2025-09-03,North West,Rain,Heavy,2011
2025-09-04,North West,Storm,Heavy,578
2025-09-05,North West,Fog,Gridlock,258
2025-09-06,North West,Fog,Light,3386
2025-09-07,North West,Rain,Light,2094
2025-09-08,North West,Rain,Heavy,1149
2025-09-09,North West,Rain,Moderate,1595
2025-09-10,North West,Clear,Moderate,10000
2025-09-11,North West,Rain,Heavy,1953
2025-09-12,North West,Storm,Heavy,728
2025-09-13,North West,Fog,Light,1657
2025-09-14,North West,Rain,Moderate,1475
2025-09-15,North West,Clear,Heavy,10000
2025-09-16,North West,Rain,Heavy,1328
2025-09-17,North West,Rain,Heavy,3853
2025-09-18,North West,Rain,Gridlock,3533
2025-09-19,North West,Clear,Heavy,10000
2025-09-20,North West,Rain,Light,453
2025-09-21,North West,Clear,Light,10000
2025-09-22,North West,Fog,Moderate,1208
2025-09-23,North West,Clear,Heavy,10000
2025-09-24,North West,Clear,Moderate,10000
2025-09-25,North West,Clear,Gridlock,10000
2025-09-26,North West,Rain,Heavy,2114
2025-09-27,North West,Clear,Moderate,10000
2025-09-28,North West,Rain,Moderate,4648
2025-09-29,North West,Rain,Moderate,3607
2025-09-30,North West,Storm,Heavy,467
2025-10-01,North West,Fog,Moderate,3478
2025-10-02,North West,Rain,Heavy,2311
2025-10-03,North West,Rain,Moderate,558
2025-10-04,North West,Clear,Light,10000
2025-10-05,North West,Rain,Moderate,3125
2025-10-06,North West,Clear,Heavy,10000
2025-10-07,North West,Clear,Heavy,10000
2025-10-08,North West,Rain,Moderate,4862
2025-10-09,North West,Clear,Heavy,10000
2025-10-10,North West,Storm,Gridlock,4404
2025-10-11,North West,Rain,Light,737
2025-10-12,North West,Clear,Light,10000
2025-10-13,North West,Rain,Heavy,3445
2025-10-14,North West,Rain,Moderate,1817
2025-10-15,North West,Clear,Heavy,10000
2025-10-16,North West,Storm,Heavy,115
2025-10-17,North West,Clear,Heavy,10000
2025-10-18,North West,Rain,Light,2536
2025-10-19,North West,Fog,Moderate,2493
2025-10-20,North West,Rain,Heavy,3672
2025-10-21,North West,Clear,Moderate,10000
2025-10-22,North West,Rain,Heavy,4007
2025-10-23,North West,Rain,Heavy,4404
2025-10-24,North West,Clear,Heavy,10000
2025-10-25,North West,Rain,Light,1979
2025-10-26,North West,Rain,Moderate,3833
2025-10-27,North West,Clear,Heavy,10000
2025-10-28,North West,Clear,Gridlock,10000
2025-10-29,North West,Clear,Heavy,10000
2025-10-30,North West,Clear,Heavy,10000
2025-10-31,North West,Rain,Heavy,2423
2025-11-01,North West,Rain,Light,1143
2025-11-02,North West,Clear,Moderate,10000
2025-11-03,North West,Rain,Heavy,3982
2025-11-04,North West,Rain,Heavy,3911
2025-11-05,North West,Fog,Heavy,2883
2025-11-06,North West,Rain,Moderate,3876
2025-11-07,North West,Clear,Heavy,10000
2025-11-08,North West,Clear,Moderate,10000
2025-11-09,North West,Rain,Light,871
2025-11-10,North West,Rain,Heavy,2447
2025-11-11,North West,Rain,Heavy,3496
2025-11-12,North West,Rain,Moderate,2757
2025-11-13,North West,Rain,Moderate,3435
2025-11-14,North West,Rain,Heavy,1632
2025-11-15,North West,Clear,Light,10000
2025-11-16,North West,Storm,Moderate,273
2025-11-17,North West,Rain,Moderate,1978
2025-11-18,North West,Storm,Gridlock,1067
2025-11-19,North West,Clear,Gridlock,10000
2025-11-20,North West,Clear,Heavy,10000
2025-11-21,North West,Storm,Moderate,3090
2025-11-22,North West,Fog,Heavy,3167
2025-11-23,North West,Clear,Light,10000
2025-11-24,North West,Rain,Gridlock,496
2025-11-25,North West,Clear,Heavy,10000
2025-11-26,North West,Storm,Gridlock,645
2025-11-27,North West,Clear,Heavy,10000
2025-11-28,North West,Fog,Heavy,3057
2025-11-29,North West,Fog,Moderate,4051
2025-11-30,North West,Rain,Heavy,3235
2025-12-01,North West,Rain,Heavy,98
2025-12-02,North West,Rain,Gridlock,436
2025-12-03,North West,Rain,Heavy,3102
2025-12-04,North West,Fog,Heavy,1657
2025-12-05,North West,Rain,Heavy,1330
2025-12-06,North West,Clear,Light,10000
2025-12-07,North West,Fog,Heavy,257
2025-12-08,North West,Rain,Moderate,487
2025-12-09,North West,Fog,Heavy,3951
2025-12-10,North West,Rain,Gridlock,4601
2025-12-11,North West,Rain,Heavy,535
2025-12-12,North West,Clear,Gridlock,10000
2025-12-13,North West,Snow,Moderate,4933
2025-12-14,North West,Rain,Moderate,1571
2025-12-15,North West,Rain,Heavy,3392
2025-12-16,North West,Fog,Heavy,4647
2025-12-17,North West,Clear,Moderate,10000
2025-12-18,North West,Clear,Moderate,10000
2025-12-19,North West,Rain,Gridlock,897
2025-12-20,North West,Rain,Light,4304
2025-12-21,North West,Snow,Light,3370
2025-12-22,North West,Rain,Heavy,3723
2025-12-23,North West,Rain,Heavy,3341
2025-12-24,North West,Fog,Heavy,3768
2025-12-25,North West,Fog,Heavy,1131
2025-12-26,North West,Clear,Heavy,10000
2025-12-27,North West,Snow,Heavy,3547
2025-12-28,North West,Clear,Light,10000
2025-12-29,North West,Snow,Heavy,3447
2025-12-30,North West,Fog,Moderate,3720
2025-12-31,North West,Snow,Heavy,2501
2025-01-01,North East,Snow,Heavy,4082
2025-01-02,North East,Rain,Gridlock,4773
2025-01-03,North East,Storm,Heavy,4191
2025-01-04,North East,Fog,Light,1886
2025-01-05,North East,Snow,Light,2608
2025-01-06,North East,Snow,Gridlock,1557
2025-01-07,North East,Snow,Moderate,2050
2025-01-08,North East,Rain,Gridlock,1344
2025-01-09,North East,Fog,Heavy,1803
2025-01-10,North East,Rain,Heavy,2491
2025-01-11,North East,Clear,Heavy,10000
2025-01-12,North East,Snow,Light,4404
2025-01-13,North East,Rain,Gridlock,2258
2025-01-14,North East,Clear,Heavy,10000
2025-01-15,North East,Snow,Moderate,1717
2025-01-16,North East,Rain,Heavy,1873
2025-01-17,North East,Fog,Heavy,596
2025-01-18,North East,Rain,Light,2090
2025-01-19,North East,Rain,Moderate,2692
2025-01-20,North East,Fog,Moderate,3655
2025-01-21,North East,Rain,Heavy,2165
2025-01-22,North East,Snow,Gridlock,1537
2025-01-23,North East,Fog,Heavy,1094
2025-01-24,North East,Rain,Moderate,1632
2025-01-25,North East,Rain,Light,1670
2025-01-26,North East,Rain,Moderate,150
2025-01-27,North East,Clear,Moderate,10000
2025-01-28,North East,Rain,Heavy,4075
2025-01-29,North East,Fog,Heavy,2053
2025-01-30,North East,Rain,Heavy,3715
2025-01-31,North East,Rain,Heavy,319
2025-02-01,North East,Rain,Light,3458
2025-02-02,North East,Clear,Light,10000
2025-02-03,North East,Snow,Gridlock,411
2025-02-04,North East,Fog,Heavy,4245
2025-02-05,North East,Snow,Heavy,1102
2025-02-06,North East,Fog,Heavy,4777
2025-02-07,North East,Fog,Heavy,2179
2025-02-08,North East,Rain,Light,3352
2025-02-09,North East,Rain,Moderate,4207
2025-02-10,North East,Clear,Moderate,10000
2025-02-11,North East,Rain,Gridlock,1605
2025-02-12,North East,Snow,Gridlock,510
2025-02-13,North East,Rain,Heavy,1165
2025-02-14,North East,Rain,Moderate,1974
2025-02-15,North East,Clear,Heavy,10000
2025-02-16,North East,Storm,Light,4724
2025-02-17,North East,Clear,Heavy,10000
2025-02-18,North East,Snow,Heavy,3919
2025-02-19,North East,Clear,Heavy,10000
2025-02-20,North East,Rain,Heavy,3812
2025-02-21,North East,Clear,Gridlock,10000
2025-02-22,North East,Snow,Light,1518
2025-02-23,North East,Clear,Moderate,10000
2025-02-24,North East,Fog,Heavy,2449
2025-02-25,North East,Rain,Gridlock,107
2025-02-26,North East,Clear,Heavy,10000
2025-02-27,North East,Storm,Heavy,3192
2025-02-28,North East,Clear,Heavy,10000
2025-03-01,North East,Clear,Light,10000
2025-03-02,North East,Rain,Moderate,860
2025-03-03,North East,Clear,Gridlock,10000
2025-03-04,North East,Fog,Heavy,2620
2025-03-05,North East,Rain,Heavy,646
2025-03-06,North East,Rain,Moderate,4701
2025-03-07,North East,Fog,Heavy,3747
2025-03-08,North East,Clear,Light,10000
2025-03-09,North East,Rain,Moderate,2976
2025-03-10,North East,Storm,Gridlock,4426
2025-03-11,North East,Rain,Heavy,4017
2025-03-12,North East,Clear,Moderate,10000
2025-03-13,North East,Clear,Heavy,10000
2025-03-14,North East,Rain,Heavy,2510
2025-03-15,North East,Rain,Moderate,4374
2025-03-16,North East,Rain,Light,4936
2025-03-17,North East,Clear,Moderate,10000
2025-03-18,North East,Clear,Heavy,10000
2025-03-19,North East,Clear,Heavy,10000
2025-03-20,North East,Rain,Heavy,3533
2025-03-21,North East,Rain,Heavy,1820
2025-03-22,North East,Rain,Light,3265
2025-03-23,North East,Rain,Moderate,1761
2025-03-24,North East,Rain,Heavy,1442
2025-03-25,North East,Fog,Gridlock,155
2025-03-26,North East,Rain,Heavy,1145
2025-03-27,North East,Rain,Moderate,4591
2025-03-28,North East,Clear,Gridlock,10000
2025-03-29,North East,Clear,Heavy,10000
2025-03-30,North East,Rain,Moderate,1351
2025-03-31,North East,Fog,Heavy,995
2025-04-01,North East,Storm,Heavy,1467
2025-04-02,North East,Rain,Heavy,128
2025-04-03,North East,Rain,Gridlock,275
2025-04-04,North East,Rain,Heavy,4887
2025-04-05,North East,Clear,Light,10000
2025-04-06,North East,Fog,Light,753
2025-04-07,North East,Rain,Moderate,4760
2025-04-08,North East,Clear,Gridlock,10000
2025-04-09,North East,Storm,Heavy,1014
2025-04-10,North East,Storm,Moderate,2126
2025-04-11,North East,Fog,Moderate,1366
2025-04-12,North East,Clear,Heavy,10000
2025-04-13,North East,Clear,Moderate,10000
2025-04-14,North East,Rain,Heavy,1063
2025-04-15,North East,Clear,Heavy,10000
2025-04-16,North East,Storm,Heavy,4066
2025-04-17,North East,Storm,Heavy,819
2025-04-18,North East,Clear,Gridlock,10000
2025-04-19,North East,Fog,Light,1614
2025-04-20,North East,Clear,Moderate,10000
2025-04-21,North East,Rain,Moderate,4035
2025-04-22,North East,Clear,Heavy,10000
2025-04-23,North East,Fog,Heavy,4524
2025-04-24,North East,Rain,Heavy,405
2025-04-25,North East,Clear,Heavy,10000
2025-04-26,North East,Rain,Light,125
2025-04-27,North East,Fog,Light,2399
2025-04-28,North East,Fog,Gridlock,442
2025-04-29,North East,Storm,Moderate,2825
2025-04-30,North East,Storm,Heavy,80
2025-05-01,North East,Rain,Heavy,4121
2025-05-02,North East,Rain,Gridlock,920
2025-05-03,North East,Rain,Light,2789
2025-05-04,North East,Rain,Light,4183
2025-05-05,North East,Rain,Moderate,1706
2025-05-06,North East,Rain,Heavy,2834
2025-05-07,North East,Rain,Gridlock,4029
2025-05-08,North East,Rain,Moderate,1364
2025-05-09,North East,Rain,Moderate,1278
2025-05-10,North East,Clear,Light,10000
2025-05-11,North East,Rain,Heavy,4214
2025-05-12,North East,Rain,Heavy,2313
2025-05-13,North East,Rain,Heavy,381
2025-05-14,North East,Clear,Moderate,10000
2025-05-15,North East,Storm,Gridlock,777
2025-05-16,North East,Clear,Heavy,10000
2025-05-17,North East,Clear,Light,10000
2025-05-18,North East,Rain,Heavy,1059
2025-05-19,North East,Rain,Moderate,4359
2025-05-20,North East,Clear,Heavy,10000
2025-05-21,North East,Fog,Heavy,4661
2025-05-22,North East,Rain,Moderate,577
2025-05-23,North East,Rain,Moderate,3784
2025-05-24,North East,Fog,Moderate,1226
2025-05-25,North East,Clear,Light,10000
2025-05-26,North East,Clear,Heavy,10000
2025-05-27,North East,Rain,Heavy,2563
2025-05-28,North East,Rain,Gridlock,1146
2025-05-29,North East,Clear,Heavy,10000
2025-05-30,North East,Rain,Heavy,1044
2025-05-31,North East,Rain,Moderate,891
2025-06-01,North East,Clear,Heavy,10000
2025-06-02,North East,Clear,Moderate,10000
2025-06-03,North East,Clear,Heavy,10000
2025-06-04,North East,Clear,Heavy,10000
2025-06-05,North East,Clear,Heavy,10000
2025-06-06,North East,Clear,Heavy,10000
2025-06-07,North East,Storm,Light,1858
2025-06-08,North East,Clear,Light,10000
2025-06-09,North East,Clear,Heavy,10000
2025-06-10,North East,Clear,Heavy,10000
2025-06-11,North East,Clear,Heavy,10000
2025-06-12,North East,Clear,Heavy,10000
2025-06-13,North East,Fog,Gridlock,3040
2025-06-14,North East,Clear,Moderate,10000
2025-06-15,North East,Clear,Moderate,10000
2025-06-16,North East,Clear,Heavy,10000
2025-06-17,North East,Clear,Gridlock,10000
2025-06-18,North East,Clear,Moderate,10000
2025-06-19,North East,Clear,Moderate,10000
2025-06-20,North East,Clear,Gridlock,10000
2025-06-21,North East,Storm,Light,387
2025-06-22,North East,Clear,Heavy,10000
2025-06-23,North East,Clear,Heavy,10000
2025-06-24,North East,Clear,Heavy,10000
2025-06-25,North East,Clear,Heavy,10000
2025-06-26,North East,Clear,Heavy,10000
2025-06-27,North East,Rain,Gridlock,1048
2025-06-28,North East,Clear,Light,10000
2025-06-29,North East,Clear,Light,10000
2025-06-30,North East,Clear,Heavy,10000
2025-07-01,North East,Clear,Moderate,10000
2025-07-02,North East,Clear,Moderate,10000
2025-07-03,North East,Clear,Gridlock,10000
2025-07-04,North East,Clear,Gridlock,10000
2025-07-05,North East,Clear,Light,10000
2025-07-06,North East,Clear,Moderate,10000
2025-07-07,North East,Rain,Moderate,611
2025-07-08,North East,Clear,Heavy,10000
2025-07-09,North East,Storm,Moderate,2973
2025-07-10,North East,Clear,Moderate,10000
2025-07-11,North East,Clear,Moderate,10000
2025-07-12,North East,Clear,Moderate,10000
2025-07-13,North East,Rain,Light,1159
2025-07-14,North East,Clear,Gridlock,10000
2025-07-15,North East,Clear,Heavy,10000
2025-07-16,North East,Rain,Moderate,2041
2025-07-17,North East,Clear,Gridlock,10000
2025-07-18,North East,Clear,Moderate,10000
2025-07-19,North East,Clear,Moderate,10000
2025-07-20,North East,Clear,Moderate,10000
2025-07-21,North East,Clear,Heavy,10000
2025-07-22,North East,Clear,Moderate,10000
2025-07-23,North East,Clear,Heavy,10000
2025-07-24,North East,Clear,Heavy,10000
2025-07-25,North East,Clear,Gridlock,10000
2025-07-26,North East,Clear,Moderate,10000
2025-07-27,North East,Rain,Light,3383
2025-07-28,North East,Clear,Moderate,10000
2025-07-29,North East,Clear,Moderate,10000
2025-07-30,North East,Storm,Moderate,3335
2025-07-31,North East,Clear,Heavy,10000
2025-08-01,North East,Rain,Heavy,4813
2025-08-02,North East,Clear,Light,10000
2025-08-03,North East,Rain,Moderate,4891
2025-08-04,North East,Clear,Gridlock,10000
2025-08-05,North East,Clear,Heavy,10000
2025-08-06,North East,Clear,Moderate,10000
2025-08-07,North East,Clear,Moderate,10000
2025-08-08,North East,Clear,Heavy,10000
2025-08-09,North East,Rain,Moderate,4431
2025-08-10,North East,Clear,Moderate,10000
2025-08-11,North East,Clear,Heavy,10000
2025-08-12,North East,Clear,Heavy,10000
2025-08-13,North East,Rain,Heavy,3632
2025-08-14,North East,Clear,Moderate,10000
2025-08-15,North East,Storm,Heavy,3233
2025-08-16,North East,Clear,Light,10000
2025-08-17,North East,Clear,Moderate,10000
2025-08-18,North East,Clear,Gridlock,10000
2025-08-19,North East,Clear,Heavy,10000
2025-08-20,North East,Clear,Heavy,10000
2025-08-21,North East,Clear,Heavy,10000
2025-08-22,North East,Clear,Heavy,10000
2025-08-23,North East,Clear,Light,10000
2025-08-24,North East,Clear,Light,10000
2025-08-25,North East,Clear,Moderate,10000
2025-08-26,North East,Clear,Gridlock,10000
2025-08-27,North East,Clear,Heavy,10000
2025-08-28,North East,Clear,Heavy,10000
2025-08-29,North East,Clear,Gridlock,10000
2025-08-30,North East,Clear,Heavy,10000
2025-08-31,North East,Rain,Light,1844
2025-09-01,North East,Clear,Heavy,10000
2025-09-02,North East,Storm,Moderate,3895
2025-09-03,North East,Clear,Heavy,10000
2025-09-04,North East,Rain,Heavy,4858
2025-09-05,North East,Rain,Heavy,787
2025-09-06,North East,Storm,Moderate,1938
2025-09-07,North East,Fog,Light,798
2025-09-08,North East,Rain,Heavy,559
2025-09-09,North East,Rain,Gridlock,2991
2025-09-10,North East,Rain,Moderate,4282
2025-09-11,North East,Clear,Heavy,10000
2025-09-12,North East,Storm,Heavy,3717
2025-09-13,North East,Rain,Light,751
2025-09-14,North East,Clear,Moderate,10000
2025-09-15,North East,Clear,Heavy,10000
2025-09-16,North East,Rain,Heavy,4706
2025-09-17,North East,Clear,Heavy,10000
2025-09-18,North East,Rain,Moderate,1619
2025-09-19,North East,Rain,Gridlock,3282
2025-09-20,North East,Rain,Moderate,2830
2025-09-21,North East,Clear,Heavy,10000
2025-09-22,North East,Rain,Heavy,2875
2025-09-23,North East,Rain,Heavy,114
2025-09-24,North East,Clear,Heavy,10000
2025-09-25,North East,Rain,Heavy,282
2025-09-26,North East,Rain,Heavy,970
2025-09-27,North East,Clear,Heavy,10000
2025-09-28,North East,Clear,Light,10000
2025-09-29,North East,Rain,Moderate,873
2025-09-30,North East,Clear,Moderate,10000
2025-10-01,North East,Rain,Heavy,2900
2025-10-02,North East,Rain,Heavy,3356
2025-10-03,North East,Fog,Gridlock,3768
2025-10-04,North East,Clear,Heavy,10000
2025-10-05,North East,Rain,Moderate,445
2025-10-06,North East,Clear,Moderate,10000
2025-10-07,North East,Rain,Heavy,139
2025-10-08,North East,Rain,Heavy,1054
2025-10-09,North East,Clear,Heavy,10000
2025-10-10,North East,Fog,Gridlock,2512
2025-10-11,North East,Rain,Moderate,4044
2025-10-12,North East,Rain,Moderate,1618
2025-10-13,North East,Fog,Heavy,1786
2025-10-14,North East,Clear,Heavy,10000
2025-10-15,North East,Rain,Heavy,1064
