user_id,avg_rpm,smoothness_score,idling_pct,carbon_credits_balance
USR_45732,2339,0.74,0.057,14
USR_45733,2525,0.62,0.241,201
USR_45734,2549,0.57,0.029,54
USR_45735,2158,0.76,0.093,147
USR_45736,2911,0.57,0.085,37
USR_45737,2343,0.56,0.321,22
USR_45738,1896,0.75,0.14,0
USR_45739,2410,0.8,0.156,57
USR_45740,2387,0.75,0.153,51
USR_45741,2139,0.83,0.059,35
USR_45742,2644,0.52,0.216,68
USR_45743,2846,0.39,0.212,0
USR_45744,3642,0.31,0.115,124
USR_45745,2656,0.43,0.088,24
USR_45746,2449,0.72,0.161,151
USR_45747,2994,0.53,0.072,14
USR_45748,2665,0.76,0.116,106
USR_45749,2214,0.63,0.116,66
USR_45750,2433,0.61,0.074,12
USR_45751,3104,0.57,0.182,84
USR_45752,2774,0.42,0.194,7
USR_45753,2475,0.8,0.204,100
USR_45754,2588,0.59,0.084,15
USR_45755,3066,0.25,0.024,25
USR_45756,2370,0.77,0.005,79
USR_45757,2590,0.59,0.325,91
USR_45758,2215,0.73,0.057,20
USR_45759,2365,0.78,0.095,38
USR_45760,2274,0.82,0.054,1
USR_45761,2128,0.72,0.238,33
USR_45762,3068,0.35,0.261,55
USR_45763,2144,0.83,0.128,82
USR_45764,3062,0.37,0.021,27
USR_45765,2687,0.47,0.054,73
USR_45766,2193,0.86,0.176,8
USR_45767,2317,0.58,0.084,71
USR_45768,2776,0.45,0.14,65
USR_45769,3215,0.44,0.186,33
USR_45770,2774,0.58,0.056,7
USR_45771,2385,0.91,0.26,7
USR_45772,2272,0.77,0.261,2
USR_45773,2143,0.76,0.209,90
USR_45774,2007,0.72,0.233,49
USR_45775,2882,0.5,0.123,8
USR_45776,2225,0.79,0.189,82
USR_45777,2551,0.6,0.242,136
USR_45778,2572,0.85,0.056,3
USR_45779,2512,0.69,0.187,4
USR_45780,2650,0.52,0.396,42
USR_45781,2123,0.85,0.166,51
USR_45782,2290,0.84,0.12,11
USR_45783,2782,0.77,0.111,32
USR_45784,2803,0.54,0.137,49
USR_45785,3385,0.34,0.125,44
USR_45786,1544,0.9,0.217,167
USR_45787,2587,0.64,0.029,3
USR_45788,2419,0.7,0.33,37
USR_45789,2288,0.76,0.235,8
USR_45790,2414,0.55,0.356,106
USR_45791,2042,0.78,0.133,15
USR_45792,2589,0.42,0.107,295
USR_45793,2527,0.63,0.095,146
USR_45794,2741,0.55,0.083,123
USR_45795,2511,0.78,0.205,127
USR_45796,1989,0.74,0.052,49
USR_45797,2661,0.44,0.173,10
USR_45798,2810,0.63,0.05,100
USR_45799,2300,0.56,0.129,74
USR_45800,2303,0.76,0.023,17
USR_45801,2563,0.64,0.127,7
USR_45802,2124,0.78,0.194,93
USR_45803,2702,0.7,0.102,15
USR_45804,2477,0.69,0.315,21
USR_45805,2526,0.78,0.06,13
USR_45806,2674,0.54,0.15,21
USR_45807,2649,0.67,0.237,1
USR_45808,2779,0.61,0.147,40
USR_45809,2592,0.62,0.238,79
USR_45810,2150,0.82,0.202,80
USR_45811,2429,0.76,0.13,0
USR_45812,2423,0.83,0.037,13
USR_45813,2208,0.63,0.146,34
USR_45814,2380,0.78,0.156,19
USR_45815,2654,0.67,0.252,7
USR_45816,2143,0.84,0.148,98
USR_45817,2892,0.3,0.061,23
USR_45818,2599,0.65,0.193,56
USR_45819,2376,0.76,0.174,47
USR_45820,2480,0.8,0.004,25
USR_45821,2342,0.81,0.136,20
USR_45822,2637,0.57,0.072,7
USR_45823,2273,0.75,0.282,2
USR_45824,2180,0.87,0.191,7
USR_45825,2101,0.87,0.315,9
USR_45826,2292,0.6,0.109,34
USR_45827,2481,0.7,0.161,3
USR_45828,3109,0.48,0.195,8
USR_45829,2493,0.75,0.099,31
USR_45830,2323,0.68,0.266,14
USR_45831,2520,0.82,0.169,23
USR_45832,2928,0.36,0.081,27
USR_45833,2925,0.65,0.319,126
USR_45834,2647,0.56,0.081,144
USR_45835,2106,0.83,0.195,7
USR_45836,2456,0.76,0.233,23
USR_45837,2683,0.66,0.265,98
USR_45838,2559,0.66,0.266,60
USR_45839,2167,0.71,0.109,35
USR_45840,2500,0.63,0.161,30
USR_45841,2416,0.78,0.049,65
USR_45842,2724,0.51,0.021,63
USR_45843,2340,0.71,0.127,54
USR_45844,2884,0.57,0.216,11
USR_45845,3093,0.6,0.156,14
USR_45846,2339,0.71,0.018,8
USR_45847,2290,0.84,0.143,45
USR_45848,2659,0.63,0.183,1
USR_45849,2752,0.44,0.103,4
USR_45850,2570,0.73,0.226,75
USR_45851,2345,0.76,0.115,82
USR_45852,2194,0.81,0.179,24
USR_45853,2288,0.68,0.071,86
USR_45854,2466,0.57,0.064,101
USR_45855,2531,0.74,0.029,80
USR_45856,2692,0.68,0.458,8
USR_45857,2878,0.64,0.018,20
USR_45858,2760,0.79,0.017,14
USR_45859,2194,0.73,0.294,7
USR_45860,3052,0.37,0.073,66
USR_45861,2471,0.7,0.013,67
USR_45862,2479,0.54,0.201,7
USR_45863,2840,0.43,0.149,67
USR_45864,2843,0.47,0.008,3
USR_45865,3287,0.32,0.049,41
USR_45866,2212,0.76,0.084,17
USR_45867,2310,0.71,0.172,50
USR_45868,2278,0.8,0.35,6
USR_45869,2282,0.71,0.351,33
USR_45870,2387,0.59,0.12,51
USR_45871,2397,0.65,0.102,16
USR_45872,2411,0.79,0.077,218
USR_45873,2965,0.51,0.107,4
USR_45874,2114,0.78,0.15,49
USR_45875,2414,0.74,0.071,22
USR_45876,2569,0.72,0.203,51
USR_45877,2353,0.76,0.12,33
USR_45878,1988,0.92,0.226,59
USR_45879,1774,0.9,0.211,30
USR_45880,2768,0.53,0.025,8
USR_45881,2686,0.58,0.391,46
USR_45882,2257,0.79,0.02,106
USR_45883,2918,0.55,0.193,90
USR_45884,2355,0.62,0.244,107
USR_45885,2353,0.81,0.227,59
USR_45886,2514,0.54,0.453,6
USR_45887,2258,0.74,0.085,189
USR_45888,2910,0.67,0.158,37
USR_45889,2467,0.7,0.046,33
USR_45890,2792,0.72,0.13,16
USR_45891,2021,0.74,0.226,143
USR_45892,2490,0.51,0.08,27
USR_45893,3307,0.2,0.224,10
USR_45894,2891,0.5,0.198,121
USR_45895,2503,0.63,0.392,17
USR_45896,2126,0.76,0.207,71
USR_45897,2405,0.86,0.1,38
USR_45898,2361,0.76,0.127,34
USR_45899,2192,0.9,0.102,55
USR_45900,2446,0.59,0.482,113
USR_45901,2680,0.57,0.062,13
USR_45902,2252,0.81,0.18,28
USR_45903,2716,0.7,0.095,19
USR_45904,2354,0.79,0.017,41
USR_45905,2413,0.82,0.338,45
USR_45906,2821,0.51,0.222,106
USR_45907,2012,0.79,0.1,109
USR_45908,2422,0.64,0.239,44
USR_45909,3097,0.28,0.149,11
USR_45910,2783,0.61,0.084,68
USR_45911,2201,0.78,0.247,36
USR_45912,2956,0.25,0.278,48
USR_45913,2906,0.61,0.484,15
USR_45914,3037,0.43,0.419,10
USR_45915,2954,0.5,0.3,42
USR_45916,2499,0.62,0.23,2
USR_45917,2609,0.68,0.076,42
USR_45918,2104,0.85,0.192,11
USR_45919,2769,0.51,0.421,42
USR_45920,2073,0.66,0.065,154
USR_45921,2527,0.62,0.023,23
USR_45922,2339,0.82,0.193,4
USR_45923,2615,0.64,0.114,117
USR_45924,2995,0.31,0.048,128
USR_45925,2413,0.7,0.258,21
USR_45926,2698,0.53,0.286,37
USR_45927,2104,0.77,0.069,29
USR_45928,2614,0.73,0.283,10
USR_45929,2656,0.53,0.135,46
USR_45930,2766,0.41,0.435,138
USR_45931,2326,0.74,0.153,15
USR_45932,2612,0.48,0.004,50
USR_45933,2572,0.62,0.158,70
USR_45934,2483,0.71,0.307,32
USR_45935,2805,0.56,0.059,6
USR_45936,2555,0.53,0.084,11
USR_45937,2552,0.6,0.243,64
USR_45938,2355,0.66,0.054,30
USR_45939,2681,0.74,0.179,32
USR_45940,2825,0.45,0.091,222
USR_45941,1870,0.75,0.138,50
USR_45942,2175,0.83,0.19,63
USR_45943,2453,0.64,0.498,61
USR_45944,2587,0.55,0.154,61
USR_45945,2311,0.65,0.048,18
USR_45946,2071,0.71,0.329,178
USR_45947,2502,0.69,0.252,81
USR_45948,2281,0.81,0.133,7
USR_45949,3025,0.49,0.121,22
USR_45950,2433,0.71,0.253,79
USR_45951,2510,0.77,0.177,2
USR_45952,2613,0.74,0.281,47
USR_45953,2577,0.54,0.102,70
USR_45954,2495,0.59,0.388,29
USR_45955,2297,0.79,0.094,21
USR_45956,2765,0.64,0.061,92
USR_45957,2073,0.83,0.091,41
USR_45958,2991,0.55,0.165,18
USR_45959,3117,0.53,0.024,70
USR_45960,2419,0.73,0.128,98
USR_45961,2626,0.64,0.175,96
USR_45962,2389,0.75,0.237,20
USR_45963,2984,0.49,0.117,13
USR_45964,2449,0.78,0.098,38
USR_45965,2817,0.53,0.231,38
USR_45966,2505,0.71,0.108,14
USR_45967,2334,0.81,0.105,45
USR_45968,2354,0.61,0.362,4
USR_45969,3064,0.32,0.092,24
USR_45970,2968,0.31,0.132,13
USR_45971,3115,0.44,0.194,34
USR_45972,2149,0.79,0.106,6
USR_45973,1874,0.89,0.054,73
USR_45974,2481,0.71,0.191,34
USR_45975,2802,0.46,0.12,9
USR_45976,2784,0.71,0.264,118
USR_45977,2592,0.79,0.132,86
USR_45978,2993,0.51,0.086,59
USR_45979,2280,0.58,0.212,18
USR_45980,2054,0.83,0.127,33
USR_45981,3012,0.48,0.1,72
USR_45982,1769,0.89,0.056,19
USR_45983,2324,0.59,0.07,6
USR_45984,2322,0.83,0.423,0
USR_45985,2821,0.46,0.006,8
USR_45986,2576,0.65,0.055,63
USR_45987,2228,0.64,0.101,34
USR_45988,2699,0.81,0.128,119
USR_45989,2493,0.62,0.224,6
USR_45990,2261,0.69,0.04,15
USR_45991,2421,0.66,0.348,15
USR_45992,2943,0.39,0.134,2
USR_45993,2033,0.92,0.051,13
USR_45994,2796,0.5,0.238,31
USR_45995,2680,0.6,0.478,26
USR_45996,2075,0.81,0.036,13
USR_45997,2133,0.75,0.062,30
USR_45998,3020,0.43,0.117,29
USR_45999,2616,0.52,0.125,144
USR_46000,2739,0.62,0.078,7
USR_46001,2063,0.83,0.214,47
USR_46002,2796,0.36,0.157,6
USR_46003,2335,0.81,0.144,52
USR_46004,2929,0.68,0.137,0
USR_46005,2614,0.57,0.229,9
USR_46006,2579,0.84,0.188,100
USR_46007,2382,0.77,0.227,63
USR_46008,2275,0.76,0.221,38
USR_46009,2579,0.54,0.101,119
USR_46010,2525,0.77,0.159,137
USR_46011,2176,0.68,0.15,69
USR_46012,2593,0.64,0.047,80
USR_46013,2690,0.55,0.064,40
USR_46014,2614,0.73,0.157,52
USR_46015,3028,0.35,0.242,28
USR_46016,2759,0.47,0.346,12
USR_46017,2252,0.77,0.106,16
USR_46018,2713,0.61,0.204,68
USR_46019,2562,0.64,0.271,16
USR_46020,2314,0.86,0.258,32
USR_46021,2668,0.74,0.325,118
USR_46022,2638,0.6,0.151,22
USR_46023,2587,0.62,0.217,94
USR_46024,2624,0.48,0.335,49
USR_46025,2270,0.75,0.059,35
USR_46026,2709,0.43,0.117,28
USR_46027,2975,0.52,0.056,36
USR_46028,2791,0.56,0.195,9
USR_46029,2523,0.73,0.094,6
USR_46030,3078,0.64,0.274,51
USR_46031,2975,0.43,0.117,98
USR_46032,3076,0.28,0.209,0
USR_46033,2828,0.64,0.013,61
USR_46034,2326,0.72,0.108,46
USR_46035,2418,0.67,0.126,45
USR_46036,2739,0.47,0.147,53
USR_46037,2725,0.59,0.037,43
USR_46038,2403,0.75,0.199,23
USR_46039,2580,0.65,0.064,66
USR_46040,2432,0.63,0.14,34
USR_46041,2573,0.61,0.21,25
USR_46042,2593,0.73,0.031,0
USR_46043,2099,0.76,0.023,225
USR_46044,2720,0.55,0.089,54
USR_46045,3214,0.32,0.176,54
USR_46046,2846,0.36,0.136,9
USR_46047,2546,0.54,0.184,27
USR_46048,2389,0.84,0.218,135
USR_46049,2798,0.59,0.212,58
USR_46050,2446,0.75,0.192,34
USR_46051,2193,0.71,0.02,26
USR_46052,2904,0.58,0.22,40
USR_46053,2362,0.81,0.213,39
USR_46054,2466,0.75,0.28,0
USR_46055,2019,0.79,0.239,94
USR_46056,2480,0.66,0.035,55
USR_46057,2509,0.55,0.189,45
USR_46058,2551,0.63,0.241,21
USR_46059,2694,0.77,0.204,41
USR_46060,2566,0.53,0.219,58
USR_46061,2074,0.79,0.225,35
USR_46062,2765,0.44,0.067,1
USR_46063,2633,0.63,0.166,0
USR_46064,2536,0.54,0.147,0
USR_46065,2006,0.89,0.038,37
USR_46066,2522,0.67,0.07,14
USR_46067,2357,0.81,0.084,14
USR_46068,2632,0.5,0.22,85
USR_46069,2456,0.62,0.256,33
USR_46070,2870,0.56,0.055,77
USR_46071,2243,0.8,0.152,10
USR_46072,2282,0.68,0.146,45
USR_46073,2286,0.78,0.195,13
USR_46074,2838,0.54,0.117,18
USR_46075,2658,0.67,0.067,14
USR_46076,3279,0.44,0.09,107
USR_46077,2325,0.68,0.069,11
USR_46078,2800,0.57,0.161,24
USR_46079,2356,0.77,0.037,96
USR_46080,2693,0.59,0.323,0
USR_46081,2482,0.72,0.048,13
USR_46082,2425,0.8,0.075,81
USR_46083,2409,0.62,0.092,16
USR_46084,2907,0.49,0.066,68
USR_46085,2910,0.57,0.273,18
USR_46086,2709,0.64,0.36,56
USR_46087,2165,0.65,0.186,34
USR_46088,2818,0.72,0.239,1
USR_46089,2427,0.67,0.474,72
USR_46090,2361,0.78,0.031,259
USR_46091,2639,0.57,0.264,10
USR_46092,2308,0.82,0.072,14
USR_46093,2041,0.75,0.135,21
USR_46094,2180,0.93,0.304,6
USR_46095,2345,0.78,0.107,10
USR_46096,2297,0.91,0.102,49
USR_46097,2634,0.52,0.147,8
USR_46098,2441,0.6,0.135,100
USR_46099,2349,0.8,0.138,64
USR_46100,2719,0.44,0.316,48
USR_46101,2493,0.77,0.144,62
USR_46102,2603,0.48,0.279,259
USR_46103,3287,0.35,0.109,8
USR_46104,2630,0.65,0.147,15
USR_46105,2350,0.58,0.057,51
USR_46106,2783,0.67,0.278,1
USR_46107,2061,0.8,0.159,11
USR_46108,2522,0.61,0.119,32
USR_46109,2337,0.82,0.079,87
USR_46110,2839,0.47,0.035,33
USR_46111,2430,0.9,0.253,107
USR_46112,2653,0.47,0.176,33
USR_46113,2563,0.65,0.121,85
USR_46114,2973,0.35,0.17,119
USR_46115,3391,0.49,0.181,33
USR_46116,2696,0.76,0.096,112
USR_46117,2388,0.81,0.207,39
USR_46118,2120,0.72,0.397,66
USR_46119,2528,0.71,0.053,24
USR_46120,2532,0.8,0.297,19
USR_46121,2723,0.61,0.194,43
USR_46122,2180,0.65,0.132,50
USR_46123,1903,0.81,0.049,9
USR_46124,2225,0.8,0.209,110
USR_46125,2717,0.54,0.236,19
USR_46126,2552,0.62,0.078,4
USR_46127,2695,0.62,0.133,11
USR_46128,2739,0.59,0.216,79
USR_46129,2882,0.61,0.093,20
USR_46130,2175,0.77,0.065,14
USR_46131,2740,0.64,0.512,12
USR_46132,2769,0.65,0.087,70
USR_46133,2363,0.64,0.115,103
USR_46134,2536,0.71,0.229,41
USR_46135,2395,0.7,0.304,97
USR_46136,1951,0.81,0.105,42
USR_46137,2450,0.81,0.152,2
USR_46138,2482,0.75,0.125,39
USR_46139,2578,0.67,0.128,56
USR_46140,2629,0.57,0.101,144
USR_46141,2757,0.49,0.218,1
USR_46142,2427,0.48,0.224,31
USR_46143,3020,0.61,0.091,10
USR_46144,2464,0.73,0.119,17
USR_46145,2079,0.86,0.174,105
USR_46146,2360,0.83,0.29,30
USR_46147,2535,0.64,0.309,35
USR_46148,2503,0.74,0.067,165
USR_46149,2485,0.7,0.165,5
USR_46150,2179,0.8,0.254,9
USR_46151,2913,0.55,0.172,8
USR_46152,2806,0.52,0.243,16
USR_46153,2564,0.72,0.152,126
USR_46154,2296,0.76,0.327,19
USR_46155,2938,0.67,0.027,14
USR_46156,2740,0.53,0.07,104
USR_46157,3229,0.41,0.091,180
USR_46158,2316,0.79,0.17,19
USR_46159,2485,0.57,0.338,19
USR_46160,2885,0.58,0.138,26
USR_46161,2588,0.85,0.07,104
USR_46162,2272,0.76,0.312,75
USR_46163,2600,0.6,0.126,274
USR_46164,2640,0.85,0.299,18
USR_46165,3016,0.59,0.25,29
USR_46166,2958,0.59,0.158,71
USR_46167,2445,0.58,0.046,30
USR_46168,2384,0.81,0.139,8
USR_46169,2703,0.71,0.133,33
USR_46170,2188,0.69,0.177,30
USR_46171,2475,0.52,0.192,60
USR_46172,2512,0.64,0.238,67
USR_46173,2575,0.55,0.179,32
USR_46174,2162,0.66,0.182,48
USR_46175,2679,0.63,0.073,110
USR_46176,2498,0.71,0.259,67
USR_46177,2694,0.38,0.073,12
USR_46178,3113,0.33,0.266,119
USR_46179,2762,0.52,0.132,1
USR_46180,2297,0.71,0.275,37
USR_46181,2658,0.73,0.315,9
USR_46182,2532,0.68,0.187,79
USR_46183,2970,0.42,0.102,15
USR_46184,2597,0.82,0.483,12
USR_46185,3065,0.49,0.149,4
USR_46186,2505,0.73,0.212,33
USR_46187,2151,0.7,0.262,23
USR_46188,2690,0.46,0.256,74
USR_46189,2957,0.35,0.426,10
USR_46190,2536,0.67,0.283,23
USR_46191,2540,0.76,0.121,168
USR_46192,2995,0.32,0.318,258
USR_46193,2771,0.66,0.174,64
USR_46194,2973,0.4,0.198,103
USR_46195,2822,0.71,0.237,44
USR_46196,2456,0.71,0.123,0
USR_46197,2197,0.63,0.105,124
USR_46198,2633,0.44,0.151,28
USR_46199,2025,0.8,0.31,87
USR_46200,2398,0.89,0.031,28
USR_46201,2743,0.84,0.232,3
USR_46202,2627,0.53,0.138,26
USR_46203,1918,0.88,0.457,35
USR_46204,2294,0.49,0.097,13
USR_46205,2444,0.78,0.347,2
USR_46206,2058,0.74,0.188,61
USR_46207,2502,0.63,0.253,144
USR_46208,2781,0.6,0.265,93
USR_46209,2439,0.71,0.276,119
USR_46210,2338,0.66,0.069,7
USR_46211,2741,0.59,0.208,38
USR_46212,2669,0.57,0.271,43
USR_46213,2555,0.82,0.158,7
USR_46214,2727,0.6,0.049,0
USR_46215,2470,0.54,0.212,189
USR_46216,3246,0.32,0.133,13
USR_46217,2246,0.72,0.057,99
USR_46218,2579,0.65,0.363,27
USR_46219,2643,0.4,0.271,53
USR_46220,3082,0.55,0.131,71
USR_46221,2644,0.57,0.255,13
USR_46222,2282,0.57,0.104,168
USR_46223,2203,0.83,0.24,24
USR_46224,2289,0.53,0.293,7
USR_46225,2449,0.66,0.084,19
USR_46226,2771,0.77,0.148,80
USR_46227,2138,0.75,0.111,105
USR_46228,2221,0.73,0.261,49
USR_46229,2355,0.71,0.134,65
USR_46230,2999,0.48,0.191,51
USR_46231,2256,0.75,0.144,60
USR_46232,3108,0.47,0.111,13
USR_46233,2253,0.73,0.237,7
USR_46234,2345,0.77,0.11,1
USR_46235,2637,0.78,0.256,52
USR_46236,2528,0.65,0.106,15
USR_46237,2368,0.89,0.099,9
USR_46238,2503,0.86,0.19,154
USR_46239,2508,0.63,0.368,51
USR_46240,2648,0.59,0.158,41
USR_46241,2177,0.73,0.414,46
USR_46242,2183,0.77,0.409,4
USR_46243,2671,0.56,0.161,46
USR_46244,2266,0.73,0.201,23
USR_46245,2184,0.77,0.059,89
USR_46246,2696,0.79,0.043,7
USR_46247,2938,0.65,0.084,174
USR_46248,2642,0.63,0.37,24
USR_46249,2876,0.46,0.101,26
USR_46250,2788,0.64,0.254,110
USR_46251,2189,0.84,0.181,38
USR_46252,2852,0.42,0.2,57
USR_46253,2211,0.9,0.091,155
USR_46254,2672,0.61,0.261,48
USR_46255,1977,0.81,0.106,32
USR_46256,2307,0.83,0.052,218
USR_46257,2465,0.62,0.254,15
USR_46258,2277,0.75,0.103,1
USR_46259,2620,0.66,0.562,2
USR_46260,2682,0.56,0.158,36
USR_46261,1970,0.8,0.291,61
USR_46262,2709,0.61,0.058,0
USR_46263,2321,0.65,0.177,44
USR_46264,2247,0.77,0.198,51
USR_46265,2174,0.78,0.063,33
USR_46266,2436,0.73,0.105,12
USR_46267,3118,0.49,0.216,4
USR_46268,2570,0.65,0.226,37
USR_46269,2422,0.68,0.395,49
USR_46270,2611,0.56,0.186,61
USR_46271,2781,0.73,0.079,82
USR_46272,2471,0.76,0.225,15
USR_46273,2526,0.73,0.453,114
USR_46274,2397,0.73,0.271,157
USR_46275,2454,0.72,0.124,52
USR_46276,2550,0.59,0.253,3
USR_46277,2893,0.36,0.136,92
USR_46278,2342,0.81,0.111,64
USR_46279,2345,0.69,0.18,3
USR_46280,2781,0.4,0.284,66
USR_46281,2009,0.8,0.335,90
USR_46282,2737,0.59,0.143,7
USR_46283,2531,0.64,0.073,2
USR_46284,2161,0.76,0.061,92
USR_46285,2586,0.65,0.207,70
USR_46286,2587,0.46,0.074,119
USR_46287,2827,0.49,0.065,25
USR_46288,2282,0.61,0.311,23
USR_46289,2676,0.69,0.164,3
USR_46290,2680,0.52,0.313,12
USR_46291,2394,0.65,0.136,24
USR_46292,2501,0.81,0.075,38
USR_46293,2317,0.77,0.067,88
USR_46294,2892,0.57,0.11,8
USR_46295,2388,0.73,0.18,15
USR_46296,2534,0.65,0.139,83
USR_46297,2683,0.5,0.262,59
USR_46298,2756,0.58,0.144,197
USR_46299,2781,0.4,0.418,30
USR_46300,2245,0.66,0.214,184
USR_46301,2859,0.56,0.088,39
USR_46302,2636,0.57,0.06,155
USR_46303,2451,0.76,0.253,47
USR_46304,2343,0.72,0.129,0
USR_46305,2367,0.63,0.191,7
USR_46306,3010,0.48,0.147,45
USR_46307,2796,0.38,0.237,26
USR_46308,2664,0.75,0.197,106
USR_46309,2642,0.43,0.23,19
USR_46310,2981,0.6,0.189,61
USR_46311,2737,0.57,0.02,57
USR_46312,2496,0.7,0.271,156
USR_46313,2668,0.77,0.108,9
USR_46314,2579,0.81,0.242,16
USR_46315,1810,0.86,0.41,29
USR_46316,2490,0.54,0.093,6
USR_46317,2506,0.71,0.293,6
USR_46318,2916,0.53,0.303,86
USR_46319,2496,0.56,0.292,79
USR_46320,2236,0.69,0.113,3
USR_46321,2496,0.73,0.104,16
USR_46322,2417,0.84,0.261,48
USR_46323,1754,0.77,0.138,57
USR_46324,2744,0.79,0.257,150
USR_46325,2724,0.56,0.194,8
USR_46326,2525,0.59,0.19,11
USR_46327,2401,0.68,0.068,5
USR_46328,2437,0.78,0.034,22
USR_46329,1956,0.84,0.075,2
USR_46330,2808,0.49,0.256,31
USR_46331,2331,0.69,0.221,20
USR_46332,2542,0.75,0.097,93
USR_46333,2757,0.46,0.114,97
USR_46334,2192,0.89,0.186,57
USR_46335,2654,0.53,0.2,100
USR_46336,2381,0.66,0.041,48
USR_46337,2429,0.83,0.238,146
USR_46338,2866,0.51,0.075,25
USR_46339,1999,0.82,0.309,8
USR_46340,2580,0.5,0.221,48
USR_46341,2684,0.72,0.339,15
USR_46342,2461,0.71,0.088,16
USR_46343,2483,0.63,0.186,68
USR_46344,2456,0.62,0.064,1
USR_46345,2124,0.66,0.069,4
USR_46346,2642,0.55,0.118,169
USR_46347,2650,0.55,0.074,33
USR_46348,2360,0.68,0.272,44
USR_46349,3037,0.3,0.307,25
USR_46350,2475,0.81,0.251,15
USR_46351,2650,0.46,0.159,46
USR_46352,2650,0.7,0.035,18
USR_46353,2375,0.74,0.115,143
USR_46354,2289,0.67,0.071,22
USR_46355,2157,0.68,0.249,40
USR_46356,2373,0.88,0.114,56
USR_46357,2467,0.85,0.053,67
USR_46358,2237,0.86,0.142,42
USR_46359,2858,0.58,0.083,179
USR_46360,2641,0.53,0.074,33
USR_46361,2777,0.75,0.378,12
USR_46362,2497,0.61,0.09,9
USR_46363,2329,0.8,0.208,21
USR_46364,2106,0.91,0.139,48
USR_46365,2603,0.6,0.081,6
USR_46366,2470,0.81,0.165,45
USR_46367,2380,0.73,0.163,15
USR_46368,2326,0.86,0.049,4
USR_46369,2118,0.72,0.354,28
USR_46370,2503,0.76,0.382,13
USR_46371,2589,0.68,0.101,5
USR_46372,2503,0.75,0.08,26
USR_46373,2276,0.67,0.372,9
USR_46374,3236,0.42,0.249,20
USR_46375,2366,0.82,0.383,78
USR_46376,2364,0.66,0.222,52
USR_46377,2426,0.85,0.076,134
USR_46378,2707,0.62,0.207,60
USR_46379,2390,0.66,0.15,21
USR_46380,2802,0.66,0.218,115
USR_46381,2810,0.78,0.114,10
USR_46382,2476,0.75,0.236,23
USR_46383,3333,0.25,0.28,6
USR_46384,2601,0.53,0.242,0
USR_46385,2047,0.88,0.178,53
USR_46386,2084,0.77,0.325,35
USR_46387,2282,0.81,0.185,53
USR_46388,2931,0.54,0.233,5
USR_46389,2162,0.7,0.178,166
USR_46390,2146,0.74,0.22,3
USR_46391,2252,0.43,0.082,77
USR_46392,2533,0.71,0.077,32
USR_46393,2975,0.51,0.35,25
USR_46394,2360,0.53,0.223,126
USR_46395,2534,0.57,0.412,27
USR_46396,2243,0.78,0.175,52
USR_46397,1960,0.76,0.095,45
USR_46398,2448,0.81,0.16,53
USR_46399,2328,0.58,0.322,2
USR_46400,2618,0.8,0.122,24
USR_46401,2287,0.7,0.092,17
USR_46402,2686,0.41,0.199,82
USR_46403,2477,0.78,0.041,40
USR_46404,2641,0.49,0.111,10
USR_46405,2284,0.79,0.267,44
USR_46406,2086,0.66,0.111,61
USR_46407,2287,0.73,0.196,11
USR_46408,2661,0.51,0.23,27
USR_46409,2417,0.75,0.212,188
USR_46410,2336,0.72,0.451,8
USR_46411,2190,0.54,0.273,3
USR_46412,2218,0.75,0.062,21
USR_46413,2173,0.72,0.269,15
USR_46414,2607,0.59,0.044,69
USR_46415,3341,0.31,0.131,94
USR_46416,2460,0.54,0.09,140
USR_46417,2857,0.62,0.072,6
USR_46418,3068,0.36,0.071,23
USR_46419,2316,0.66,0.14,56
USR_46420,2753,0.61,0.106,0
USR_46421,2312,0.63,0.175,23
USR_46422,2188,0.82,0.082,8
USR_46423,2459,0.59,0.288,26
USR_46424,2972,0.51,0.093,48
USR_46425,2876,0.5,0.086,43
USR_46426,2669,0.67,0.149,12
USR_46427,2188,0.88,0.028,26
USR_46428,2629,0.7,0.391,0
USR_46429,2088,0.65,0.227,23
USR_46430,2214,0.79,0.093,22
USR_46431,2380,0.67,0.169,24
USR_46432,2995,0.73,0.084,41
USR_46433,2390,0.46,0.374,19
USR_46434,2704,0.74,0.277,140
USR_46435,2103,0.73,0.012,18
USR_46436,2597,0.68,0.303,32
USR_46437,2957,0.47,0.045,80
USR_46438,2392,0.86,0.343,31
USR_46439,2790,0.43,0.261,121
USR_46440,2540,0.55,0.413,9
USR_46441,2728,0.38,0.12,30
USR_46442,2696,0.43,0.364,12
USR_46443,2489,0.5,0.213,11
USR_46444,2572,0.6,0.121,2
USR_46445,2192,0.75,0.179,48
USR_46446,2210,0.77,0.306,13
USR_46447,2747,0.65,0.16,37
USR_46448,2952,0.41,0.468,183
USR_46449,2266,0.85,0.322,33
USR_46450,2769,0.64,0.172,70
USR_46451,2409,0.89,0.252,17
USR_46452,2206,0.84,0.061,70
USR_46453,2406,0.84,0.186,94
USR_46454,2259,0.62,0.252,1
USR_46455,2709,0.68,0.278,2
USR_46456,2595,0.73,0.205,10
USR_46457,2795,0.48,0.279,28
USR_46458,2326,0.85,0.072,20
USR_46459,2873,0.56,0.098,12
USR_46460,2708,0.76,0.052,2
USR_46461,2646,0.63,0.069,114
USR_46462,2379,0.53,0.196,11
USR_46463,2333,0.85,0.173,57
USR_46464,2077,0.86,0.127,4
USR_46465,2842,0.51,0.199,63
USR_46466,1671,0.93,0.05,5
